setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,subject,resp,respRT,conf,confRT
1,356,,3,,0.5,2,NaN,5,1,5,1.42009210586548,NaN,0
2,352,354,2,3,0.5,4,NaN,5,1,5,1.38833999633789,3,1.68880987167358
2,4,356,1,3,0.5,4,NaN,5,1,5,1.38831210136414,3,1.43284320831299
2,76,80,1,3,0.5,3,80,2,1,2,1.56478500366211,3,1.98646903038025
2,80,350,2,3,0.5,4,NaN,5,1,5,0,3,1.09726309776306
1,10,,1,,0.5,3,NaN,5,1,5,1.24475622177124,1,1.89738297462463
2,84,86,1,2,0.5,4,NaN,5,1,5,0,3,1.98695182800293
2,352,96,2,4,0.8,4,96,3,1,1,1.38917517662048,3,0.98573112487793
1,4,,4,,0.8,2,NaN,5,1,5,1.5655210018158,2,1.24192786216736
1,4,,4,,0.8,2,NaN,5,1,5,1.43761515617371,3,1.65793681144714
1,352,,4,,0.5,3,NaN,5,1,5,1.78974890708923,2,0.682101964950562
1,78,,2,,0.5,3,NaN,5,1,5,1.35829997062683,1,0.538228988647461
2,350,352,3,4,0.8,2,NaN,5,1,5,0,2,1.62644195556641
2,356,352,2,4,0.5,4,352,1,1,1,1.85869598388672,3,1.00261497497559
1,350,,4,,0.5,4,350,1,1,1,1.57091593742371,3,1.98781108856201
1,10,,3,,0.8,2,NaN,5,1,5,1.82728290557861,3,1.11503100395203
1,98,,4,,0.8,1,NaN,5,1,5,0,2,1.24852800369263
2,354,6,1,3,0.5,1,354,1,1,1,2.09203100204468,3,1.08031797409058
2,94,352,1,2,0.8,1,94,3,1,3,1.45232486724854,3,1.24035906791687
2,78,78,1,3,0.5,1,78,2,1,2,2.34854412078857,1,0.872521877288818
1,350,,1,,0.8,1,350,1,1,1,2.78464698791504,3,1.03297901153564
1,102,,4,,0.5,3,NaN,5,1,5,1.96890997886658,2,1.35297298431396
1,6,,1,,0.8,1,6,4,1,5,2.65693688392639,1,0.809273958206177
2,6,8,3,4,0.5,1,NaN,5,1,5,1.68107414245605,3,0.745205879211426
2,78,76,1,3,0.8,4,NaN,5,1,5,1.63337111473083,2,1.48120999336243
1,100,,2,,0.5,3,NaN,5,1,5,0.977452993392944,2,1.65744614601135
1,346,,4,,0.5,1,NaN,5,1,5,0,2,1.73790097236633
2,348,84,1,3,0.5,3,84,2,1,2,1.85783696174622,3,0.954035997390747
2,348,84,3,4,0.8,1,NaN,5,1,5,0,3,0.922032833099365
2,78,350,2,3,0.5,3,350,1,1,2,1.09035301208496,3,0.490118980407715
1,352,,1,,0.5,4,NaN,5,1,5,0,1,0.538340091705322
2,352,346,1,2,0.5,4,NaN,5,1,5,1.34660911560059,2,1.98842191696167
2,104,86,1,4,0.8,2,NaN,5,1,5,0,3,1.06672501564026
2,354,356,1,4,0.5,4,356,1,1,1,2.43484807014465,3,0.842982053756714
1,94,,1,,0.8,1,94,3,1,3,1.20311808586121,3,0.859113931655884
2,98,78,1,4,0.8,4,78,2,1,3,2.33948707580566,NaN,0
2,80,78,2,4,0.5,3,NaN,5,1,5,1.36327505111694,NaN,0
1,78,,3,,0.8,3,78,2,1,2,2.05160284042358,3,0.571808815002441
1,76,,2,,0.5,2,76,2,1,2,2.10005593299866,3,1.19594192504883
2,96,4,1,3,0.5,4,NaN,5,1,5,1.18791508674622,3,1.43630409240723
2,104,350,1,4,0.8,3,NaN,5,1,5,1.10752892494202,2,1.44249892234802
1,6,,1,,0.5,3,NaN,5,1,5,1.02585196495056,3,1.29021096229553
1,78,,3,,0.5,3,78,2,1,2,2.01812696456909,3,0.826259851455688
1,354,,1,,0.5,2,NaN,5,1,5,1.6665301322937,2,1.77045702934265
2,350,356,2,4,0.8,3,NaN,5,1,5,1.09049201011658,3,1.98951983451843
2,348,76,1,4,0.5,2,NaN,5,1,5,1.3306839466095,3,1.27473902702332
1,80,,2,,0.8,1,NaN,5,1,5,0,1,1.83485198020935
2,354,104,1,4,0.8,4,104,3,1,3,2.24297213554382,3,0.986891984939575
1,352,,3,,0.5,1,NaN,5,1,5,1.34742403030396,2,0.523188829421997
2,350,348,2,3,0.5,1,NaN,5,1,5,1.25149488449097,3,1.09931993484497
1,8,,1,,0.8,1,8,4,1,NaN,0,2,0.299448013305664
2,80,352,2,4,0.8,1,NaN,5,1,5,1.66770100593567,3,0.907756090164185
1,98,,2,,0.5,4,NaN,5,1,5,1.49167394638062,3,1.56386494636536
1,80,,4,,0.8,2,NaN,5,1,5,0,3,1.27595114707947
2,96,94,1,2,0.5,4,NaN,5,1,5,1.06032109260559,2,1.30841684341431
2,78,348,1,2,0.8,2,348,1,1,1,1.2684760093689,3,0.556282043457031
2,354,80,1,4,0.5,1,354,1,1,1,1.4284770488739,3,1.10050106048584
2,102,356,2,4,0.5,3,NaN,5,1,5,1.10876297950745,3,0.956614017486572
1,350,,2,,0.8,2,350,1,1,1,0.708981037139893,3,1.38923907279968
2,102,84,3,4,0.5,1,NaN,5,1,5,2.14935398101807,1,0.845030069351196
1,352,,1,,0.5,1,352,1,1,1,1.95720982551575,3,0.749437093734741
2,82,348,1,4,0.8,2,NaN,5,1,5,0,3,0.493415117263794
1,346,,4,,0.5,3,NaN,5,1,5,1.54162812232971,3,1.45361304283142
2,14,12,3,4,0.8,2,NaN,5,1,5,0,2,1.6778998374939
2,78,80,1,2,0.8,1,78,2,1,2,0.332302808761597,3,0.62863302230835
1,78,,4,,0.5,1,NaN,5,1,5,1.50870490074158,3,1.21232414245605
1,76,,2,,0.5,2,76,2,1,2,1.34856009483337,3,1.38864898681641
1,356,,2,,0.5,2,356,1,1,1,1.30079102516174,3,0.956905126571655
1,98,,2,,0.5,2,98,3,1,3,1.36523199081421,3,1.37299489974976
2,4,352,3,4,0.8,4,352,1,1,1,1.1573269367218,3,1.45319294929504
2,104,4,1,2,0.8,2,4,4,1,4,2.13350605964661,2,1.43765997886658
2,98,104,3,4,0.5,1,NaN,5,1,5,1.95746207237244,3,1.72570490837097
2,102,98,2,3,0.5,4,NaN,5,1,5,1.34944295883179,1,0.989498138427734
1,76,,3,,0.5,3,76,2,1,3,2.51794290542603,2,1.34170317649841
2,102,350,1,4,0.5,4,350,1,1,1,1.87790989875793,3,0.941926002502441
1,348,,3,,0.5,3,348,1,1,1,0.886141777038574,3,0.541998147964478
2,12,98,3,4,0.8,3,12,4,1,4,1.87834095954895,3,0.558192014694214
1,80,,3,,0.8,1,NaN,5,1,5,0,3,1.72631812095642
1,78,,2,,0.8,2,78,2,1,2,1.84657716751099,1,0.910621166229248
1,100,,1,,0.5,3,NaN,5,1,5,1.84670686721802,1,0.575070142745972
1,356,,4,,0.5,4,356,1,1,1,1.39921617507935,1,1.80719590187073
2,86,356,2,3,0.8,1,NaN,5,1,5,1.12737679481506,1,0.863470077514648
2,98,352,3,4,0.8,3,98,3,1,4,1.67131614685059,2,0.511230945587158
1,8,,2,,0.8,1,NaN,5,1,5,1.30368900299072,1,1.27962017059326
2,102,80,2,3,0.8,4,NaN,5,1,5,1.23976802825928,2,1.56778693199158
2,14,104,1,2,0.5,3,NaN,5,1,5,1.3039710521698,3,1.50384902954102
2,346,4,1,4,0.8,3,NaN,5,1,5,1.24015998840332,3,1.40796899795532
2,352,98,1,2,0.8,2,98,3,1,5,2.8564600944519,1,1.63229084014893
2,94,98,3,4,0.8,1,NaN,5,1,5,0,3,1.58625316619873
2,100,94,1,3,0.8,3,94,3,1,3,1.66637206077576,3,1.46623301506042
1,6,,1,,0.5,1,6,4,1,4,2.32221388816833,3,0.490267038345337
1,354,,3,,0.8,3,354,1,1,1,2.48237299919128,2,1.98946285247803
2,100,104,2,4,0.8,4,104,3,1,2,2.22662901878357,1,1.25884890556335
1,76,,3,,0.8,1,NaN,5,1,5,2.13076305389404,1,1.49882888793945
1,352,,1,,0.8,1,352,1,1,1,1.76287794113159,1,0.842932939529419
2,14,98,2,3,0.8,1,NaN,5,1,5,1.79526400566101,2,0.491018056869507
1,98,,4,,0.5,1,NaN,5,1,5,1.10718607902527,3,1.19522905349731
1,6,,3,,0.8,3,6,4,1,4,0.739629030227661,3,1.61167192459106
1,8,,2,,0.5,2,8,4,1,4,2.30745387077332,3,0.539435863494873
2,102,76,2,3,0.5,2,102,3,1,4,1.68363904953003,1,0.747915983200073
2,104,8,3,4,0.8,1,NaN,5,1,5,1.47607898712158,2,1.53200197219849
1,356,,2,,0.8,4,NaN,5,1,5,1.28420495986938,1,1.6121039390564
1,76,,1,,0.8,2,NaN,5,1,5,1.25254511833191,3,1.99057793617249
2,6,78,2,3,0.5,3,78,2,1,3,2.13232684135437,1,1.05276799201965
2,346,82,1,4,0.5,1,346,1,1,1,1.73250389099121,2,0.476619958877563
2,348,102,1,2,0.8,2,102,3,1,4,1.89271402359009,2,0.621011972427368
1,6,,3,,0.8,3,6,4,1,4,1.71688008308411,3,1.1009349822998
1,98,,4,,0.5,4,98,3,1,3,0.965036869049072,3,1.99116897583008
2,6,102,3,4,0.8,2,NaN,5,1,5,1.63736009597778,3,1.69328999519348
1,98,,3,,0.5,2,NaN,5,1,5,1.34973001480103,2,1.66156101226807
1,350,,2,,0.8,4,NaN,5,1,5,1.31785798072815,2,1.61402201652527
1,100,,1,,0.5,1,100,3,1,3,1.28574800491333,3,0.797979116439819
2,82,6,2,4,0.5,4,6,4,2,5,1.41753005981445,NaN,0
1,82,,2,,0.8,4,NaN,5,2,5,0,3,0.552289962768555
1,10,,3,,0.5,3,10,4,2,1,1.00828790664673,3,0.492921113967896
1,102,,1,,0.5,1,102,3,2,3,1.28052496910095,1,1.48052287101746
2,76,346,1,3,0.8,2,NaN,5,2,5,0,3,0.920492887496948
2,14,4,3,4,0.8,3,14,4,2,1,0.784876108169556,2,0.616897821426392
1,94,,3,,0.8,3,94,3,2,3,2.06531310081482,2,1.9875500202179
1,348,,3,,0.8,1,NaN,5,2,5,1.58520293235779,3,0.96924614906311
1,350,,4,,0.8,3,NaN,5,2,5,0,3,0.505483150482178
2,356,100,2,4,0.5,2,356,1,2,1,0.577581882476807,3,0.937634944915771
2,82,94,1,3,0.5,1,82,2,2,3,0.96169900894165,2,1.22596502304077
1,348,,4,,0.5,2,NaN,5,2,5,1.31417298316956,3,1.52989792823792
1,350,,3,,0.5,3,350,1,2,1,0.658108949661255,3,0.490065097808838
2,102,82,1,2,0.8,3,NaN,5,2,5,1.49032878875732,2,1.49820613861084
2,96,8,1,4,0.5,3,NaN,5,2,5,1.52228498458862,2,0.60268497467041
2,78,10,3,4,0.8,4,10,4,2,3,2.98824286460876,1,1.59460115432739
2,100,10,1,2,0.5,4,NaN,5,2,5,1.3787670135498,2,1.32275891304016
1,96,,4,,0.8,1,NaN,5,2,5,0,2,1.2429678440094
2,80,104,1,4,0.8,4,104,3,2,3,2.0672709941864,NaN,0
2,8,86,2,3,0.5,1,NaN,5,2,5,1.36353206634521,2,1.17964887619019
1,102,,2,,0.8,2,102,3,2,5,2.24353790283203,NaN,0
2,94,82,3,4,0.5,2,NaN,5,2,5,1.17188787460327,2,1.11562705039978
1,350,,3,,0.5,3,350,1,2,1,2.11585712432861,2,0.843891143798828
2,4,4,2,3,0.8,2,4,4,2,1,2.00398898124695,2,1.8200511932373
2,354,104,3,4,0.5,4,104,3,2,4,0.788168907165527,1,0.45425820350647
2,94,82,1,3,0.5,1,94,3,2,3,1.71795582771301,2,0.510046005249023
2,100,80,2,4,0.8,1,NaN,5,2,5,2.55035090446472,2,1.13436484336853
1,352,,1,,0.5,1,352,1,2,1,1.01428413391113,3,0.414464950561523
1,76,,2,,0.5,2,76,2,2,2,1.57465410232544,2,1.48637890815735
1,4,,2,,0.8,2,4,4,2,4,1.8785400390625,2,0.54278302192688
2,354,96,1,2,0.8,3,NaN,5,2,5,0,3,1.31073093414307
2,350,98,1,2,0.8,1,350,1,2,1,1.43096804618835,3,0.511008977890015
1,104,,3,,0.8,3,104,3,2,3,1.12736296653748,2,1.05551099777222
2,100,10,1,4,0.5,3,NaN,5,2,5,1.22361397743225,3,0.671383857727051
1,348,,2,,0.8,4,NaN,5,2,5,1.65554118156433,3,1.27955293655396
2,78,80,2,4,0.8,2,78,2,2,3,1.70384097099304,1,0.511780023574829
2,8,78,2,4,0.8,3,NaN,5,2,5,1.41582489013672,3,0.927916049957275
1,82,,2,,0.5,2,82,2,2,2,1.0479199886322,3,0.848051071166992
1,80,,4,,0.8,4,80,2,2,3,0.856126070022583,2,0.960340976715088
2,348,78,1,2,0.5,2,78,2,2,3,2.08836197853088,2,1.37652683258057
2,348,6,3,4,0.8,1,NaN,5,2,5,1.60858702659607,3,1.29663109779358
1,350,,3,,0.5,3,350,1,2,2,0.744910955429077,3,1.44077491760254
2,12,80,2,4,0.5,4,80,2,2,5,2.99456882476807,2,0.00129795074462891
1,4,,1,,0.5,1,4,4,2,3,2.0570170879364,2,1.31321287155151
2,84,98,1,3,0.5,2,NaN,5,2,5,1.17719793319702,2,1.88921594619751
2,4,14,1,2,0.8,4,NaN,5,2,5,2.39358997344971,3,1.10557317733765
2,6,348,1,4,0.8,3,NaN,5,2,5,1.72148203849792,NaN,0
2,98,82,1,4,0.8,2,NaN,5,2,5,0,1,1.10591292381287
1,78,,4,,0.8,1,NaN,5,2,5,0,3,0.466555118560791
2,12,8,1,4,0.5,3,NaN,5,2,5,1.63429117202759,3,0.81024694442749
1,94,,4,,0.5,1,NaN,5,2,5,1.41034197807312,2,1.00255489349365
2,78,352,2,4,0.5,3,NaN,5,2,5,1.29883408546448,3,0.602622032165527
1,346,,1,,0.8,2,NaN,5,2,5,1.57081818580627,3,1.00264501571655
1,8,,1,,0.5,2,NaN,5,2,5,1.18686413764954,3,1.99046802520752
1,104,,2,,0.5,1,NaN,5,2,5,0,NaN,0
2,4,94,3,4,0.8,3,4,4,2,2,2.24337005615234,1,1.803386926651
1,346,,1,,0.5,2,NaN,5,2,5,0,2,1.2437961101532
2,76,348,2,3,0.5,4,NaN,5,2,5,0,3,1.37165403366089
2,12,14,2,3,0.5,3,14,4,2,3,1.60375380516052,NaN,0
2,356,104,1,4,0.5,2,NaN,5,2,5,0,3,1.132248878479
1,80,,3,,0.8,4,NaN,5,2,5,0.660195827484131,2,0.476141929626465
1,82,,4,,0.5,3,NaN,5,2,5,0,3,1.5162501335144
1,76,,1,,0.5,1,76,2,2,1,2.14841604232788,1,1.93271088600159
2,346,350,3,4,0.8,3,346,1,2,1,1.58870983123779,2,0.604597091674805
1,98,,1,,0.5,1,98,3,2,3,2.74098801612854,2,1.30883002281189
2,356,14,2,4,0.8,1,NaN,5,2,5,1.79701113700867,2,1.21303796768188
1,346,,2,,0.5,2,346,1,2,3,0.949480056762695,2,1.35728287696838
1,6,,3,,0.8,3,6,4,2,2,1.68557405471802,2,1.22970104217529
2,352,94,1,3,0.5,3,94,3,2,2,2.24565982818604,1,1.42158818244934
2,6,10,1,3,0.8,2,NaN,5,2,5,1.2696750164032,3,1.5818338394165
2,348,354,1,4,0.5,2,NaN,5,2,5,1.14185500144958,3,0.621944904327393
2,102,348,1,4,0.8,2,NaN,5,2,5,0.741972208023071,2,0.702049016952515
2,98,356,2,3,0.5,1,NaN,5,2,5,0,3,1.55441689491272
1,76,,4,,0.5,2,NaN,5,2,5,1.73012804985046,3,1.13038396835327
2,98,12,2,4,0.8,1,NaN,5,2,5,1.34626007080078,2,1.64245510101318
1,10,,3,,0.8,2,NaN,5,2,5,0,3,1.06667613983154
2,100,10,1,3,0.8,1,100,3,2,3,1.0265679359436,3,0.282727956771851
1,82,,3,,0.5,3,82,2,2,5,1.0907289981842,1,0.842886924743652
2,10,8,1,3,0.8,1,10,4,2,1,2.11502504348755,2,1.25910305976868
2,80,104,3,4,0.8,4,104,3,2,3,0.93126392364502,1,1.56329798698425
1,12,,1,,0.5,4,NaN,5,2,5,1.84334802627563,3,1.01953077316284
1,100,,1,,0.5,4,NaN,5,2,5,1.28348088264465,2,1.61152505874634
2,354,354,2,4,0.5,2,354,1,2,4,1.15593504905701,1,1.19570088386536
2,100,84,1,4,0.5,3,NaN,5,2,5,0,2,1.29187893867493
1,6,,4,,0.5,4,6,4,2,4,0.659894943237305,3,0.476362943649292
2,96,100,2,4,0.5,2,96,3,2,3,2.14823913574219,2,1.99140095710754
1,6,,4,,0.8,4,6,4,2,3,1.92449903488159,2,1.77231287956238
2,350,8,1,3,0.8,4,NaN,5,2,5,1.68455410003662,3,0.716849803924561
2,14,346,2,3,0.5,1,NaN,5,2,5,1.82877206802368,3,0.684705018997192
1,354,,2,,0.5,2,354,1,2,2,0.94920802116394,2,1.29289698600769
2,354,82,1,4,0.5,1,354,1,2,5,2.99183106422424,1,1.03713011741638
1,6,,1,,0.8,1,6,4,2,4,0.677233934402466,3,1.64560079574585
1,348,,1,,0.5,2,NaN,5,2,5,1.60552287101746,2,0.60542106628418
2,10,96,3,4,0.5,2,NaN,5,2,4,1.78180408477783,1,0.733635187149048
1,350,,1,,0.5,1,350,1,2,1,2.24586701393127,2,1.34179997444153
1,76,,3,,0.8,2,NaN,5,2,5,1.47814702987671,3,0.558202981948853
1,350,,3,,0.5,3,350,1,2,1,1.01899003982544,2,0.485436916351318
1,80,,1,,0.8,3,NaN,5,2,5,1.10903406143188,3,0.621161937713623
2,84,4,3,4,0.8,2,NaN,5,2,1,2.83729887008667,2,1.02138900756836
2,78,10,3,4,0.5,2,NaN,5,2,5,0,3,0.381664037704468
2,350,86,1,3,0.8,3,86,2,2,3,1.95772790908813,1,1.35779809951782
1,102,,3,,0.8,1,NaN,5,2,5,1.25369811058044,2,1.42170286178589
1,102,,1,,0.8,1,102,3,2,1,2.30993604660034,2,1.45390486717224
1,352,,1,,0.8,2,NaN,5,2,5,1.03003096580505,3,0.494127035140991
2,348,96,1,3,0.5,3,96,3,2,1,1.07841992378235,1,0.926429033279419
1,8,,2,,0.8,2,8,4,2,1,0.598335027694702,3,0.59077000617981
1,346,,4,,0.5,4,346,1,2,1,1.36667895317078,3,0.478636026382446
2,78,76,1,3,0.5,2,NaN,5,2,5,1.63875079154968,2,1.50305008888245
1,76,,3,,0.5,2,NaN,5,2,5,1.4307541847229,3,0.511041879653931
2,10,94,1,4,0.5,2,NaN,5,2,5,0,1,0.431106090545654
1,82,,2,,0.5,2,82,2,2,5,1.3191819190979,1,0.703237056732178
2,100,8,1,3,0.8,1,100,3,2,2,2.90372705459595,1,1.08741903305054
1,96,,1,,0.5,2,NaN,5,2,5,1.25559711456299,3,0.463902950286865
2,96,84,2,3,0.8,4,NaN,5,2,5,0,1,1.35980010032654
2,82,96,1,2,0.5,1,82,2,2,5,2.99478101730347,1,1.31198906898499
2,348,12,1,3,0.8,1,348,1,2,5,1.83236002922058,2,1.31252598762512
2,12,104,1,4,0.5,4,104,3,2,5,0,1,1.10473680496216
2,346,94,1,3,0.8,3,94,3,2,5,2.52054905891418,NaN,0
1,104,,2,,0.8,3,NaN,5,2,5,0.888553142547607,1,1.90467214584351
2,346,84,2,3,0.5,1,NaN,5,2,5,2.00882601737976,3,0.736802101135254
2,82,98,2,3,0.5,2,82,2,2,5,2.4369170665741,2,0.959030866622925
1,100,,3,,0.8,4,NaN,5,2,5,1.41861891746521,3,1.36684203147888
2,78,352,1,2,0.5,3,NaN,5,2,5,0,NaN,0
1,6,,2,,0.8,3,NaN,5,2,5,1.72296905517578,NaN,0
2,84,12,1,2,0.5,2,12,4,2,5,2.61898589134216,1,1.11151599884033
2,96,14,2,4,0.5,4,14,4,2,3,1.43549203872681,1,1.73552107810974
1,12,,4,,0.5,4,12,4,2,4,1.22746205329895,3,0.615751981735229
1,86,,3,,0.8,3,86,2,2,3,0.699620962142944,1,1.11184787750244
1,76,,4,,0.5,3,NaN,5,2,5,0,3,1.2242910861969
2,104,86,3,4,0.8,3,104,3,2,2,2.36384510993958,NaN,0
1,98,,4,,0.5,2,NaN,5,2,5,0,NaN,0
2,96,82,1,2,0.8,4,NaN,5,2,5,1.1485230922699,NaN,0
2,6,350,1,2,0.5,4,NaN,5,2,3,2.55641007423401,3,1.14464807510376
1,10,,3,,0.5,3,10,4,2,5,2.34883689880371,NaN,0
2,96,354,1,4,0.5,4,354,1,2,4,0.39669394493103,1,0.457268953323364
1,346,,3,,0.8,2,NaN,5,2,5,0,2,1.19314002990723
1,350,,4,,0.8,4,350,1,2,1,0.973321914672852,2,0.98542308807373
1,14,,2,,0.8,1,NaN,5,2,5,1.36179614067078,NaN,0
1,354,,2,,0.5,2,354,1,2,3,1.96568083763123,NaN,0
2,104,10,1,3,0.5,3,10,4,2,5,1.85383105278015,1,0.48995304107666
1,348,,3,,0.5,1,NaN,5,2,5,1.48576688766479,2,1.56221508979797
1,102,,2,,0.8,4,NaN,5,2,5,1.4060389995575,2,0.602168083190918
2,346,12,1,4,0.5,3,NaN,5,2,5,1.55470085144043,2,1.16267609596252
2,356,100,2,3,0.5,2,356,1,2,5,2.9876070022583,2,0.634552001953125
1,100,,4,,0.8,4,100,3,2,3,0.667336940765381,1,1.53897500038147
1,352,,2,,0.8,1,NaN,5,2,5,0,3,1.70672202110291
2,10,100,2,3,0.8,4,NaN,5,2,3,1.52313995361328,3,1.38701605796814
