setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,subject,resp,respRT,conf,confRT
1,342,,3,,0.8,4,NaN,5,1,5,1.03252410888672,3,0.437298059463501
2,86,104,3,4,0.8,1,NaN,5,1,5,0.857598066329956,3,0.726373910903931
1,84,,3,,0.8,3,84,2,1,2,0.691157102584839,3,0.487473964691162
1,108,,2,,0.8,3,NaN,5,1,5,0.9964280128479,3,0.45689582824707
2,338,6,1,2,0.5,1,338,1,1,1,1.52564907073975,3,0.574196100234985
2,10,86,3,4,0.5,1,NaN,5,1,5,0.842973947525024,3,0.49531888961792
2,8,348,2,4,0.5,2,8,4,1,4,0.792176008224487,3,0.464475870132446
2,350,72,1,4,0.5,1,350,1,1,1,1.34120893478394,2,0.566043853759766
1,6,,2,,0.8,2,6,4,1,1,0.978897094726562,1,0.519248008728027
2,12,98,1,4,0.8,4,98,3,1,3,1.68380784988403,3,0.856077909469604
1,74,,4,,0.8,2,NaN,5,1,5,0,3,0.473296165466309
1,12,,3,,0.5,3,12,4,1,1,0.77005410194397,3,0.462676048278809
2,76,338,1,2,0.5,1,76,2,1,2,1.09959101676941,2,0.464043140411377
1,18,,1,,0.8,1,18,4,1,4,1.27235984802246,3,0.608839988708496
2,96,356,1,3,0.5,4,NaN,5,1,5,1.03753709793091,3,0.450112819671631
2,342,22,1,2,0.8,4,NaN,5,1,5,1.05931210517883,3,0.5032799243927
2,8,346,3,4,0.5,2,NaN,5,1,5,0.545202016830444,3,0.61481499671936
2,12,352,1,3,0.5,2,NaN,5,1,5,0.919105052947998,3,0.500250816345215
1,342,,1,,0.8,1,342,1,1,1,0.708950042724609,3,0.45327091217041
2,94,14,1,3,0.5,1,94,3,1,3,1.07389998435974,2,0.518290996551514
2,72,346,1,4,0.8,1,72,2,1,3,1.29471302032471,2,0.539790868759155
1,352,,2,,0.8,2,352,1,1,1,0.732505083084106,1,0.588643074035645
2,80,8,2,3,0.8,2,80,2,1,2,1.04963994026184,3,0.781663179397583
1,346,,4,,0.5,4,346,1,1,1,0.858574867248535,3,0.526879072189331
2,100,14,1,4,0.5,1,100,3,1,3,1.43167996406555,2,0.692474126815796
1,84,,3,,0.5,3,84,2,1,2,0.616818189620972,3,0.853673934936523
2,78,14,3,4,0.5,1,NaN,5,1,5,1.10192108154297,3,0.470530033111572
1,6,,3,,0.5,3,6,4,1,2,0.879102945327759,2,0.727741956710815
1,76,,1,,0.5,1,76,2,1,2,0.532530069351196,3,0.765068054199219
2,100,6,1,4,0.8,2,NaN,5,1,5,1.01798796653748,3,0.478499889373779
1,356,,1,,0.5,3,NaN,5,1,5,0.975472927093506,3,0.623421907424927
2,6,84,2,4,0.8,3,NaN,5,1,5,0.992512941360474,3,0.672465085983276
2,356,340,1,4,0.8,4,340,1,1,4,1.58556604385376,3,0.517876863479614
2,70,350,2,4,0.8,3,NaN,5,1,5,0.974478006362915,3,0.471102952957153
2,10,112,3,4,0.5,3,10,4,1,4,1.3917088508606,2,0.696213006973267
2,82,68,3,4,0.5,2,NaN,5,1,5,1.09319591522217,3,0.573531150817871
2,340,80,3,4,0.5,4,80,2,1,2,1.22663187980652,3,0.494986057281494
1,112,,2,,0.8,2,112,3,1,3,0.567326068878174,3,0.880089998245239
1,350,,2,,0.5,2,350,1,1,4,1.84845805168152,1,0.913003921508789
2,80,344,2,4,0.8,4,344,1,1,4,1.4537558555603,2,0.502189874649048
2,110,102,1,3,0.5,3,102,3,1,3,0.119982004165649,3,0.916107892990112
2,86,20,2,4,0.5,1,NaN,5,1,5,0.820294141769409,3,0.481544971466064
1,22,,1,,0.5,1,22,4,1,4,0.857629060745239,3,0.466296911239624
2,108,76,3,4,0.8,1,NaN,5,1,5,1.02767992019653,3,0.435498237609863
1,104,,4,,0.5,1,NaN,5,1,5,0.904108047485352,2,0.500534057617188
1,100,,3,,0.8,2,NaN,5,1,5,1.00532984733582,3,0.40999698638916
1,100,,3,,0.8,3,100,3,1,3,0.654246091842651,3,0.747041940689087
1,342,,4,,0.8,4,342,1,1,1,0.739918947219849,3,0.508234977722168
1,12,,3,,0.8,2,NaN,5,1,5,1.08558320999146,3,0.669278860092163
2,22,350,1,3,0.5,1,22,4,1,2,1.15071415901184,2,0.658772945404053
1,98,,2,,0.5,2,98,3,1,3,0.687493085861206,3,0.771855115890503
2,100,94,1,4,0.5,4,94,3,1,2,1.6125271320343,2,0.67720890045166
2,84,350,2,3,0.8,1,NaN,5,1,5,1.07821011543274,3,0.486108064651489
1,352,,4,,0.8,1,NaN,5,1,5,0.974853992462158,3,0.587702989578247
2,78,106,3,4,0.5,1,NaN,5,1,5,1.01213884353638,3,0.396665096282959
2,80,106,2,4,0.8,1,NaN,5,1,5,1.04541110992432,3,0.541818141937256
2,112,80,2,4,0.5,3,NaN,5,1,5,0,3,0.483298063278198
1,348,,1,,0.8,4,NaN,5,1,5,0,3,0.78868579864502
2,354,338,1,3,0.5,4,NaN,5,1,5,0.909207105636597,3,0.4057297706604
1,350,,2,,0.5,2,350,1,1,1,0.566670894622803,3,0.598766803741455
1,108,,1,,0.8,3,NaN,5,1,5,0.979442119598389,3,0.476359128952026
1,20,,4,,0.8,4,20,4,1,4,1.08837294578552,3,0.4931640625
1,16,,4,,0.5,4,16,4,1,4,1.26972794532776,3,0.814301013946533
1,6,,1,,0.8,1,6,4,1,4,0.630805969238281,3,0.591506004333496
1,10,,4,,0.8,4,10,4,1,4,0.1369788646698,3,0.441527128219604
1,4,,2,,0.8,4,NaN,5,1,5,1.00568819046021,3,0.413661956787109
2,110,18,3,4,0.8,2,NaN,5,1,5,0.970765113830566,3,0.403146028518677
2,354,344,2,3,0.5,1,NaN,5,1,5,0.967658996582031,3,0.468523025512695
2,10,18,1,2,0.8,3,NaN,5,1,5,0.785102128982544,3,0.469375848770142
2,356,98,1,2,0.8,3,NaN,5,1,5,1.03798913955688,3,0.506974935531616
1,96,,4,,0.5,1,NaN,5,1,5,0,3,0.459887027740479
2,6,96,2,3,0.8,1,NaN,5,1,5,0,3,0.621081829071045
1,110,,1,,0.5,4,NaN,5,1,5,1.07764601707458,3,0.638141870498657
2,68,70,2,3,0.5,2,68,2,1,2,1.02354383468628,2,0.467558145523071
1,352,,2,,0.5,1,NaN,5,1,5,1.05215501785278,3,0.516644954681396
1,16,,2,,0.8,2,16,4,1,4,0.657629013061523,3,0.437756061553955
1,96,,4,,0.5,4,96,3,1,2,0.95082688331604,3,0.443206071853638
2,14,12,1,4,0.5,3,NaN,5,1,5,1.09182691574097,3,0.700639009475708
2,94,80,1,2,0.5,1,94,3,1,3,1.36070108413696,3,0.829741954803467
2,6,348,3,4,0.5,1,NaN,5,1,5,1.01428008079529,3,0.462642908096313
1,110,,1,,0.5,4,NaN,5,1,5,0.999330997467041,3,0.42011284828186
2,94,100,1,3,0.5,3,100,3,1,3,0.688874006271362,3,0.5330650806427
1,96,,4,,0.8,2,NaN,5,1,5,0,2,0.486218929290771
2,350,80,1,2,0.8,3,NaN,5,1,5,0.926823139190674,3,0.759390115737915
1,104,,1,,0.5,1,104,3,1,3,0.788475036621094,3,0.476725101470947
2,342,78,2,3,0.8,1,NaN,5,1,5,0.901686906814575,3,0.461823225021362
1,14,,4,,0.5,2,NaN,5,1,5,0.970540046691895,3,0.447203159332275
1,76,,1,,0.5,1,76,2,1,2,0.784017086029053,3,0.848046064376831
1,340,,3,,0.5,3,340,1,1,1,0.326451063156128,3,0.411699056625366
1,16,,3,,0.5,3,16,4,1,4,1.6236400604248,2,0.468265056610107
1,70,,3,,0.8,3,70,2,1,2,0.668976783752441,3,0.421694040298462
1,354,,4,,0.8,4,354,1,1,4,0.790608882904053,2,0.53464412689209
2,340,18,1,3,0.8,4,NaN,5,1,5,1.15540599822998,3,0.427942991256714
2,84,94,1,4,0.8,4,94,3,1,3,1.58464598655701,2,1.27723503112793
2,6,76,1,4,0.8,1,6,4,1,1,1.18540406227112,3,0.414432048797607
2,340,112,2,3,0.8,2,340,1,1,1,1.72311806678772,2,0.815616130828857
1,16,,4,,0.5,3,NaN,5,1,5,1.19215202331543,3,0.532975912094116
2,112,74,1,2,0.5,4,NaN,5,1,5,0.997961044311523,3,0.485936880111694
2,78,12,1,3,0.5,1,78,2,1,3,0.858269929885864,2,0.503053903579712
1,84,,3,,0.5,3,84,2,1,2,0.575906038284302,3,0.872406959533691
2,342,84,1,3,0.8,4,NaN,5,1,5,1.12512707710266,3,0.445647001266479
1,110,,1,,0.5,4,NaN,5,1,5,1.00247502326965,3,0.446888208389282
2,354,14,1,4,0.8,2,NaN,5,1,5,0.971512079238892,3,0.671881914138794
1,94,,4,,0.5,2,NaN,5,1,5,0,3,0.549423933029175
1,8,,2,,0.8,1,NaN,5,1,5,1.02208995819092,3,0.710597038269043
2,20,108,2,3,0.5,3,108,3,1,3,0.963258028030396,3,0.455562829971313
2,72,354,1,2,0.8,2,354,1,1,4,1.30032205581665,2,0.504801034927368
1,340,,2,,0.5,3,NaN,5,1,5,1.04558801651001,3,0.590332984924316
1,350,,2,,0.5,2,350,1,1,1,0.582664012908936,3,0.399142980575562
2,344,94,2,4,0.8,3,NaN,5,1,5,0.935895919799805,3,0.496317148208618
2,344,8,2,3,0.5,4,NaN,5,1,5,0.973188877105713,3,0.53380298614502
2,340,86,1,3,0.5,4,NaN,5,1,5,0,3,0.438875198364258
1,78,,2,,0.5,1,NaN,5,1,5,0.456218004226685,3,0.511044979095459
1,356,,3,,0.8,2,NaN,5,1,5,1.06693506240845,3,1.09575700759888
1,70,,3,,0.5,4,NaN,5,1,5,0,3,0.408567905426025
1,76,,2,,0.5,2,76,2,1,2,0.681900024414062,3,0.766252040863037
2,338,82,1,3,0.8,4,NaN,5,1,5,0.962249040603638,3,0.495049953460693
2,94,344,3,4,0.5,3,94,3,1,3,1.59172296524048,1,0.544353008270264
1,78,,1,,0.5,2,NaN,5,1,5,0.877416133880615,3,0.481397867202759
1,18,,4,,0.8,1,NaN,5,1,5,0,3,0.438869953155518
2,14,346,2,3,0.8,2,14,4,1,4,1.38720393180847,3,0.392131090164185
1,18,,3,,0.5,1,NaN,5,1,5,1.10055994987488,3,0.873035907745361
1,22,,3,,0.8,3,22,4,1,4,0.709836959838867,3,0.654426097869873
1,78,,2,,0.5,1,NaN,5,1,5,1.45898795127869,3,0.511668920516968
1,74,,3,,0.8,1,NaN,5,1,5,1.03225302696228,3,0.736723899841309
2,112,98,1,4,0.8,1,112,3,1,3,1.11760687828064,2,0.610218048095703
1,112,,4,,0.5,4,112,3,1,3,0.650516033172607,3,0.487376928329468
2,68,72,2,3,0.8,3,72,2,1,2,0.992002964019775,3,1.19265198707581
2,78,68,1,2,0.8,3,NaN,5,1,5,1.14889597892761,3,0.633575916290283
2,18,12,1,2,0.8,4,NaN,5,1,5,0.842628002166748,3,0.570943117141724
2,94,14,1,2,0.5,1,94,3,1,3,0.803401947021484,3,0.784162998199463
2,10,4,3,4,0.8,2,NaN,5,1,5,0,3,0.769410133361816
2,342,4,2,4,0.8,1,NaN,5,1,5,0,3,0.418431043624878
2,348,8,2,4,0.5,3,NaN,5,1,5,0,3,0.531632900238037
1,354,,1,,0.8,1,354,1,1,1,0.716233015060425,3,0.456868171691895
1,94,,2,,0.8,2,94,3,1,3,0.753518104553223,3,0.537901878356934
2,340,78,2,4,0.8,4,78,2,1,2,0.510858058929443,3,0.410768032073975
1,112,,2,,0.5,1,NaN,5,1,5,1.11910700798035,3,0.451643943786621
2,20,338,2,4,0.5,2,20,4,1,4,1.3243191242218,3,0.43665599822998
1,96,,2,,0.8,1,NaN,5,1,5,0,3,0.454133987426758
2,110,350,3,4,0.8,4,350,1,1,1,1.16662406921387,2,0.523113012313843
2,100,4,1,2,0.8,4,NaN,5,1,5,0.89969801902771,3,0.460466146469116
2,78,20,1,3,0.8,1,78,2,1,3,0.944864988327026,2,0.445240020751953
1,342,,1,,0.5,1,342,1,1,1,0.838244915008545,3,0.382776021957397
1,356,,2,,0.8,2,356,1,1,1,0.699458122253418,1,0.547915935516357
1,346,,1,,0.8,4,NaN,5,1,5,1.11215209960938,3,0.405285120010376
1,340,,3,,0.8,1,NaN,5,1,5,1.00563812255859,3,0.470092058181763
1,10,,1,,0.8,1,10,4,1,4,0.575130939483643,3,0.471296072006226
1,102,,1,,0.8,1,102,3,1,3,0.564255952835083,3,1.100909948349
1,98,,1,,0.8,1,98,3,1,3,0.601557016372681,3,0.461923122406006
2,102,108,1,2,0.5,3,NaN,5,1,5,0,3,0.495046138763428
1,20,,3,,0.8,4,NaN,5,1,5,1.03610801696777,3,0.46432089805603
2,80,8,2,3,0.8,4,NaN,5,1,5,1.15346813201904,3,0.437879085540771
2,22,108,1,4,0.5,4,108,3,1,2,1.05835199356079,2,0.518754959106445
2,82,74,2,3,0.5,3,74,2,1,2,1.1438159942627,2,0.488044023513794
2,102,352,2,4,0.8,3,NaN,5,1,5,0.95724081993103,3,0.493513107299805
2,100,18,2,3,0.5,3,18,4,1,4,0.629956007003784,3,0.510622978210449
1,110,,3,,0.5,3,110,3,1,3,0.53915810585022,3,0.623645782470703
1,72,,4,,0.8,1,NaN,5,1,5,0,3,0.496824026107788
2,356,96,2,4,0.8,4,96,3,1,2,1.09735298156738,3,0.510423183441162
2,94,78,1,3,0.8,3,78,2,2,5,0.282031059265137,2,1.04470801353455
1,352,,2,,0.5,1,NaN,5,2,5,0.980526924133301,1,0.56165599822998
1,110,,1,,0.5,1,110,3,2,3,1.80196619033813,1,0.662932157516479
1,20,,3,,0.8,3,20,4,2,2,2.50699996948242,1,1.31562900543213
2,354,338,2,3,0.5,3,338,1,2,NaN,0,1,1.43299889564514
2,342,94,1,2,0.8,1,342,1,2,3,2.59775805473328,1,0.986212968826294
2,16,82,3,4,0.8,2,NaN,5,2,5,1.3467059135437,2,0.971457004547119
1,338,,4,,0.8,4,338,1,2,4,1.76379895210266,1,0.412315845489502
1,68,,1,,0.8,4,NaN,5,2,5,0,2,0.413583993911743
2,94,78,2,3,0.8,3,78,2,2,2,2.17036700248718,1,0.402757883071899
1,112,,4,,0.5,4,112,3,2,3,1.42368006706238,2,0.35598611831665
2,78,110,1,3,0.5,4,NaN,5,2,5,0,2,0.341327905654907
1,354,,2,,0.8,1,NaN,5,2,5,1.0460991859436,2,0.310445070266724
1,102,,4,,0.8,2,NaN,5,2,5,2.23548102378845,2,0.58767294883728
2,86,106,1,3,0.8,3,106,3,2,NaN,0,2,1.94893193244934
1,110,,2,,0.5,4,NaN,5,2,5,1.41763305664062,1,0.333816051483154
2,96,354,1,3,0.5,4,NaN,5,2,5,1.0986590385437,1,0.339107990264893
2,112,10,1,3,0.5,1,112,3,2,5,2.63136196136475,2,1.28422403335571
2,102,14,1,2,0.5,3,NaN,5,2,5,0.837315082550049,1,0.341397047042847
1,16,,1,,0.8,2,NaN,5,2,5,0.749814033508301,2,0.374504089355469
1,80,,3,,0.8,3,80,2,2,2,1.79550504684448,2,0.491816997528076
1,348,,4,,0.5,2,NaN,5,2,5,0,2,0.509109020233154
2,68,348,2,3,0.8,1,NaN,5,2,5,1.20564103126526,2,0.461981773376465
2,68,352,1,3,0.8,4,NaN,5,2,5,1.25464391708374,2,0.335416078567505
1,86,,4,,0.8,4,86,2,2,2,1.52776718139648,2,0.41260814666748
1,106,,1,,0.5,3,NaN,5,2,5,0.800971031188965,1,0.357542991638184
2,8,22,2,4,0.8,3,NaN,5,2,5,1.17037200927734,2,0.518448829650879
1,82,,2,,0.8,2,82,2,2,2,1.64708089828491,2,0.439554929733276
1,74,,4,,0.8,4,74,2,2,2,0.544144868850708,1,1.40496611595154
1,356,,4,,0.5,4,356,1,2,1,0.734194993972778,1,0.461922883987427
1,70,,3,,0.8,4,NaN,5,2,5,1.50300598144531,2,0.479072093963623
2,6,102,2,3,0.8,4,NaN,5,2,5,1.32373118400574,2,0.46439790725708
1,110,,1,,0.8,3,NaN,5,2,5,1.05289793014526,2,0.549530029296875
2,20,70,1,3,0.5,4,NaN,5,2,5,1.72623610496521,2,0.310892105102539
2,18,112,1,3,0.5,1,18,4,2,1,1.9553279876709,1,1.12779808044434
2,14,80,2,3,0.5,1,NaN,5,2,5,2.73633098602295,1,0.621237993240356
2,4,338,1,3,0.5,1,4,4,2,4,1.781653881073,1,0.398510932922363
1,76,,3,,0.8,4,NaN,5,2,5,1.0949490070343,2,0.159493207931519
1,354,,4,,0.5,2,NaN,5,2,5,1.35622811317444,1,1.16849899291992
2,100,100,2,3,0.8,3,100,3,2,3,1.69793391227722,2,0.678268194198608
1,346,,3,,0.8,3,346,1,2,1,1.04698801040649,2,0.359065055847168
2,76,70,2,4,0.5,3,NaN,5,2,5,2.51579308509827,1,0.632099151611328
2,80,352,3,4,0.8,1,NaN,5,2,5,1.29679703712463,3,0.505508899688721
1,72,,2,,0.8,1,NaN,5,2,5,1.14633321762085,2,0.526602983474731
2,104,344,3,4,0.8,2,NaN,5,2,5,2.80050802230835,2,0.688001871109009
1,102,,4,,0.5,1,NaN,5,2,5,0,3,0.432718992233276
1,76,,4,,0.5,3,NaN,5,2,5,0.985501050949097,2,0.369968891143799
2,18,100,2,3,0.8,4,NaN,5,2,5,0,3,0.391481876373291
2,72,74,3,4,0.8,4,74,2,2,2,1.43440794944763,2,1.75622582435608
2,78,340,1,3,0.5,1,78,2,2,2,2.40489912033081,1,0.928951978683472
1,94,,1,,0.5,1,94,3,2,3,0.529943943023682,2,0.561859130859375
1,344,,1,,0.5,1,344,1,2,1,0.578755855560303,2,0.771196126937866
1,112,,3,,0.5,3,112,3,2,3,0.724201202392578,2,0.488205909729004
1,94,,4,,0.5,4,94,3,2,3,0.46904993057251,2,0.393625974655151
1,72,,3,,0.8,4,NaN,5,2,5,1.09427618980408,2,0.554553985595703
2,106,10,1,4,0.8,1,106,3,2,3,1.83134698867798,2,1.0517680644989
2,352,8,3,4,0.5,4,8,4,2,4,2.43289113044739,2,1.21698403358459
2,68,14,2,4,0.5,4,14,4,2,4,1.92232894897461,2,0.802129030227661
1,104,,4,,0.8,4,104,3,2,3,0.515151023864746,1,0.867327928543091
1,6,,1,,0.5,1,6,4,2,3,0.484405040740967,1,0.708534955978394
2,84,16,2,4,0.5,3,NaN,5,2,5,1.17346215248108,2,0.409857988357544
1,94,,4,,0.5,3,NaN,5,2,5,1.07858896255493,2,0.410898923873901
2,70,354,2,4,0.8,4,354,1,2,1,2.11527681350708,1,0.76412296295166
2,338,98,1,4,0.5,4,98,3,2,1,0.984637022018433,1,0.429056882858276
2,82,18,1,2,0.8,4,NaN,5,2,5,1.62610793113708,2,0.434700012207031
1,76,,4,,0.5,1,NaN,5,2,5,1.25133609771729,3,0.355502128601074
2,76,112,1,2,0.8,2,112,3,2,3,2.37241101264954,2,1.04484415054321
1,12,,4,,0.5,1,NaN,5,2,5,1.13751411437988,2,0.389714002609253
1,352,,2,,0.8,2,352,1,2,1,0.770584106445312,2,0.651080846786499
1,342,,1,,0.8,1,342,1,2,1,1.41148090362549,2,0.587989807128906
1,340,,2,,0.8,3,NaN,5,2,5,0.749020099639893,2,0.365121126174927
2,104,94,1,2,0.5,2,94,3,2,NaN,0,2,1.42668199539185
1,354,,2,,0.8,2,354,1,2,NaN,0,2,0.347783088684082
1,82,,3,,0.8,3,82,2,2,2,0.516429901123047,3,0.196532011032104
2,6,350,1,4,0.5,1,6,4,2,4,1.79316091537476,2,0.373594999313354
2,8,20,2,4,0.5,1,NaN,5,2,4,0.934586048126221,1,0.310788869857788
1,104,,3,,0.8,3,104,3,2,NaN,0,2,0.316113948822021
1,108,,3,,0.5,3,108,3,2,3,0.66069507598877,2,1.14956593513489
2,18,346,2,3,0.5,4,NaN,5,2,5,1.00968313217163,2,0.334455966949463
1,16,,2,,0.8,1,NaN,5,2,5,0.955204010009766,2,0.44780707359314
2,8,70,2,3,0.8,1,NaN,5,2,5,1.0724310874939,1,0.309087991714478
2,6,14,1,3,0.5,3,14,4,2,4,1.75358200073242,2,0.358291149139404
1,354,,1,,0.5,3,NaN,5,2,5,2.71108388900757,1,0.679083824157715
2,4,102,1,2,0.5,1,4,4,2,4,1.62436008453369,2,1.06422781944275
2,78,94,1,4,0.8,2,NaN,5,2,5,0.997087001800537,2,0.36584997177124
2,110,78,2,4,0.8,4,78,2,2,NaN,0,2,1.4547131061554
2,72,348,1,4,0.5,4,348,1,2,1,2.05988597869873,1,1.08774185180664
2,348,340,1,2,0.8,3,NaN,5,2,5,0.940439939498901,1,0.773175001144409
1,10,,3,,0.5,1,NaN,5,2,5,0.958048105239868,3,0.438322067260742
2,12,346,1,3,0.5,1,12,4,2,5,1.37053990364075,1,0.503316879272461
2,18,86,1,4,0.5,1,18,4,2,4,0.768001079559326,2,0.344409942626953
1,72,,1,,0.8,3,NaN,5,2,2,2.25716304779053,1,0.909758806228638
1,16,,3,,0.5,4,NaN,5,2,5,0.986704111099243,2,0.158939123153687
1,346,,4,,0.5,4,346,1,2,1,1.57975602149963,2,0.416043996810913
1,102,,4,,0.8,1,NaN,5,2,5,1.13722491264343,1,0.433088064193726
2,344,16,3,4,0.8,1,NaN,5,2,5,1.01438283920288,2,0.534450054168701
2,352,20,1,3,0.5,1,352,1,2,1,1.25190496444702,2,0.457300901412964
1,340,,4,,0.8,4,340,1,2,1,0.521176815032959,2,0.573782920837402
1,108,,2,,0.5,2,108,3,2,3,0.490356206893921,2,0.899065017700195
2,4,96,1,4,0.8,1,4,4,2,4,1.81937289237976,2,0.292053937911987
2,354,14,3,4,0.8,1,NaN,5,2,5,1.23706293106079,2,0.485102891921997
2,112,342,3,4,0.5,2,NaN,5,2,5,1.45391201972961,2,0.79434609413147
1,20,,1,,0.5,4,NaN,5,2,5,1.21492314338684,2,0.395594120025635
2,18,74,3,4,0.8,2,NaN,5,2,5,1.15615200996399,2,0.444654941558838
1,20,,2,,0.8,1,NaN,5,2,5,0.757352113723755,1,1.35790705680847
2,78,18,2,3,0.8,4,NaN,5,2,5,1.0389130115509,1,1.20309996604919
2,74,82,2,3,0.5,1,NaN,5,2,5,1.18427681922913,1,0.516331911087036
2,20,74,2,4,0.8,3,NaN,5,2,5,1.13724184036255,2,0.917284965515137
1,18,,3,,0.5,1,NaN,5,2,5,1.05824398994446,2,1.46704483032227
2,96,6,1,2,0.8,3,NaN,5,2,5,1.49132490158081,1,1.53203511238098
2,8,82,3,4,0.8,4,82,2,2,2,1.74113082885742,2,0.508893966674805
1,110,,3,,0.5,4,NaN,5,2,3,0.861824035644531,1,0.654111862182617
1,80,,2,,0.5,4,NaN,5,2,5,0,1,0.467458963394165
1,100,,1,,0.5,1,100,3,2,3,1.74004197120667,2,0.980448007583618
1,4,,3,,0.8,2,NaN,5,2,1,2.09736204147339,1,1.73352098464966
1,8,,2,,0.8,2,8,4,2,4,2.30661392211914,1,1.35067582130432
1,68,,2,,0.5,4,NaN,5,2,5,1.21940994262695,1,0.971985101699829
1,100,,3,,0.8,1,NaN,5,2,5,1.02849102020264,2,1.34116387367249
2,72,86,1,4,0.5,4,86,2,2,5,1.50970697402954,1,1.82217788696289
1,70,,2,,0.5,4,NaN,5,2,5,0.966664791107178,2,0.559239864349365
1,352,,4,,0.5,4,352,1,2,1,0.0608530044555664,2,0.534056901931763
2,76,354,1,4,0.5,3,NaN,5,2,5,0.870155096054077,3,0.298360824584961
2,356,338,2,3,0.8,3,338,1,2,1,2.05548286437988,2,1.18369007110596
2,74,104,3,4,0.8,1,NaN,5,2,5,1.01216506958008,2,0.304965019226074
1,356,,4,,0.5,4,356,1,2,4,2.79358696937561,2,0.97843599319458
1,6,,3,,0.8,4,NaN,5,2,5,0,2,0.419189929962158
2,12,72,1,4,0.8,1,12,4,2,4,1.64372611045837,2,0.600628852844238
1,98,,2,,0.8,4,NaN,5,2,3,1.18498301506042,1,1.36961793899536
1,100,,1,,0.5,4,NaN,5,2,5,1.2662250995636,2,1.38686013221741
2,348,20,2,4,0.5,3,NaN,5,2,5,1.26750111579895,1,0.475964069366455
1,338,,4,,0.8,4,338,1,2,5,2.64856696128845,2,1.26527905464172
2,78,4,3,4,0.5,2,NaN,5,2,5,0,2,0.402357816696167
2,112,104,3,4,0.5,4,104,3,2,3,0.543159008026123,1,0.37140679359436
2,18,104,1,3,0.5,1,18,4,2,4,1.68042397499084,2,0.760747909545898
2,80,70,2,4,0.8,2,80,2,2,2,1.54166007041931,2,0.729907989501953
2,70,106,3,4,0.8,4,106,3,2,NaN,0,1,1.73901104927063
2,346,6,1,2,0.8,1,346,1,2,1,1.58781599998474,1,0.380240201950073
1,346,,3,,0.5,4,NaN,5,2,5,0.820780038833618,1,0.289486885070801
1,100,,1,,0.5,1,100,3,2,3,2.82395100593567,2,0.946548938751221
1,340,,1,,0.5,1,340,1,2,1,0.875147104263306,2,0.355637073516846
2,6,84,2,4,0.5,2,6,4,2,4,1.74456906318665,2,0.469020128250122
2,106,350,1,2,0.5,1,106,3,2,3,1.63804411888123,1,0.33013916015625
