setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,subject,resp,respRT,conf,confRT
1,82,,2,,0.8,2,82,2,1,2,1.64708089828491,2,0.439554929733276
1,74,,4,,0.8,4,74,2,1,2,0.544144868850708,1,1.40496611595154
1,356,,4,,0.5,4,356,1,1,1,0.734194993972778,1,0.461922883987427
1,70,,3,,0.8,4,NaN,5,1,5,1.50300598144531,2,0.479072093963623
2,6,102,2,3,0.8,4,NaN,5,1,5,1.32373118400574,2,0.46439790725708
1,110,,1,,0.8,3,NaN,5,1,5,1.05289793014526,2,0.549530029296875
2,20,70,1,3,0.5,4,NaN,5,1,5,1.72623610496521,2,0.310892105102539
2,18,112,1,3,0.5,1,18,4,1,1,1.9553279876709,1,1.12779808044434
2,14,80,2,3,0.5,1,NaN,5,1,5,2.73633098602295,1,0.621237993240356
2,4,338,1,3,0.5,1,4,4,1,4,1.781653881073,1,0.398510932922363
1,76,,3,,0.8,4,NaN,5,1,5,1.0949490070343,2,0.159493207931519
1,354,,4,,0.5,2,NaN,5,1,5,1.35622811317444,1,1.16849899291992
2,100,100,2,3,0.8,3,100,3,1,3,1.69793391227722,2,0.678268194198608
1,346,,3,,0.8,3,346,1,1,1,1.04698801040649,2,0.359065055847168
2,76,70,2,4,0.5,3,NaN,5,1,5,2.51579308509827,1,0.632099151611328
2,80,352,3,4,0.8,1,NaN,5,1,5,1.29679703712463,3,0.505508899688721
1,72,,2,,0.8,1,NaN,5,1,5,1.14633321762085,2,0.526602983474731
2,104,344,3,4,0.8,2,NaN,5,1,5,2.80050802230835,2,0.688001871109009
1,102,,4,,0.5,1,NaN,5,1,5,0,3,0.432718992233276
1,76,,4,,0.5,3,NaN,5,1,5,0.985501050949097,2,0.369968891143799
2,18,100,2,3,0.8,4,NaN,5,1,5,0,3,0.391481876373291
2,72,74,3,4,0.8,4,74,2,1,2,1.43440794944763,2,1.75622582435608
2,78,340,1,3,0.5,1,78,2,1,2,2.40489912033081,1,0.928951978683472
1,94,,1,,0.5,1,94,3,1,3,0.529943943023682,2,0.561859130859375
1,344,,1,,0.5,1,344,1,1,1,0.578755855560303,2,0.771196126937866
1,112,,3,,0.5,3,112,3,1,3,0.724201202392578,2,0.488205909729004
1,94,,4,,0.5,4,94,3,1,3,0.46904993057251,2,0.393625974655151
1,72,,3,,0.8,4,NaN,5,1,5,1.09427618980408,2,0.554553985595703
2,106,10,1,4,0.8,1,106,3,1,3,1.83134698867798,2,1.0517680644989
2,352,8,3,4,0.5,4,8,4,1,4,2.43289113044739,2,1.21698403358459
2,68,14,2,4,0.5,4,14,4,1,4,1.92232894897461,2,0.802129030227661
1,104,,4,,0.8,4,104,3,1,3,0.515151023864746,1,0.867327928543091
1,6,,1,,0.5,1,6,4,1,3,0.484405040740967,1,0.708534955978394
2,84,16,2,4,0.5,3,NaN,5,1,5,1.17346215248108,2,0.409857988357544
1,94,,4,,0.5,3,NaN,5,1,5,1.07858896255493,2,0.410898923873901
2,70,354,2,4,0.8,4,354,1,1,1,2.11527681350708,1,0.76412296295166
2,338,98,1,4,0.5,4,98,3,1,1,0.984637022018433,1,0.429056882858276
2,82,18,1,2,0.8,4,NaN,5,1,5,1.62610793113708,2,0.434700012207031
1,76,,4,,0.5,1,NaN,5,1,5,1.25133609771729,3,0.355502128601074
2,76,112,1,2,0.8,2,112,3,1,3,2.37241101264954,2,1.04484415054321
1,12,,4,,0.5,1,NaN,5,1,5,1.13751411437988,2,0.389714002609253
1,352,,2,,0.8,2,352,1,1,1,0.770584106445312,2,0.651080846786499
1,342,,1,,0.8,1,342,1,1,1,1.41148090362549,2,0.587989807128906
1,340,,2,,0.8,3,NaN,5,1,5,0.749020099639893,2,0.365121126174927
2,104,94,1,2,0.5,2,94,3,1,NaN,0,2,1.42668199539185
1,354,,2,,0.8,2,354,1,1,NaN,0,2,0.347783088684082
1,82,,3,,0.8,3,82,2,1,2,0.516429901123047,3,0.196532011032104
2,6,350,1,4,0.5,1,6,4,1,4,1.79316091537476,2,0.373594999313354
2,8,20,2,4,0.5,1,NaN,5,1,4,0.934586048126221,1,0.310788869857788
1,104,,3,,0.8,3,104,3,1,NaN,0,2,0.316113948822021
1,108,,3,,0.5,3,108,3,1,3,0.66069507598877,2,1.14956593513489
2,18,346,2,3,0.5,4,NaN,5,1,5,1.00968313217163,2,0.334455966949463
1,16,,2,,0.8,1,NaN,5,1,5,0.955204010009766,2,0.44780707359314
2,8,70,2,3,0.8,1,NaN,5,1,5,1.0724310874939,1,0.309087991714478
2,6,14,1,3,0.5,3,14,4,1,4,1.75358200073242,2,0.358291149139404
1,354,,1,,0.5,3,NaN,5,1,5,2.71108388900757,1,0.679083824157715
2,4,102,1,2,0.5,1,4,4,1,4,1.62436008453369,2,1.06422781944275
2,78,94,1,4,0.8,2,NaN,5,1,5,0.997087001800537,2,0.36584997177124
2,110,78,2,4,0.8,4,78,2,1,NaN,0,2,1.4547131061554
2,72,348,1,4,0.5,4,348,1,1,1,2.05988597869873,1,1.08774185180664
2,348,340,1,2,0.8,3,NaN,5,1,5,0.940439939498901,1,0.773175001144409
1,10,,3,,0.5,1,NaN,5,1,5,0.958048105239868,3,0.438322067260742
2,12,346,1,3,0.5,1,12,4,1,5,1.37053990364075,1,0.503316879272461
2,18,86,1,4,0.5,1,18,4,1,4,0.768001079559326,2,0.344409942626953
1,72,,1,,0.8,3,NaN,5,1,2,2.25716304779053,1,0.909758806228638
1,16,,3,,0.5,4,NaN,5,1,5,0.986704111099243,2,0.158939123153687
1,346,,4,,0.5,4,346,1,1,1,1.57975602149963,2,0.416043996810913
1,102,,4,,0.8,1,NaN,5,1,5,1.13722491264343,1,0.433088064193726
2,344,16,3,4,0.8,1,NaN,5,1,5,1.01438283920288,2,0.534450054168701
2,352,20,1,3,0.5,1,352,1,1,1,1.25190496444702,2,0.457300901412964
1,340,,4,,0.8,4,340,1,1,1,0.521176815032959,2,0.573782920837402
1,108,,2,,0.5,2,108,3,1,3,0.490356206893921,2,0.899065017700195
2,4,96,1,4,0.8,1,4,4,1,4,1.81937289237976,2,0.292053937911987
2,354,14,3,4,0.8,1,NaN,5,1,5,1.23706293106079,2,0.485102891921997
2,112,342,3,4,0.5,2,NaN,5,1,5,1.45391201972961,2,0.79434609413147
1,20,,1,,0.5,4,NaN,5,1,5,1.21492314338684,2,0.395594120025635
2,18,74,3,4,0.8,2,NaN,5,1,5,1.15615200996399,2,0.444654941558838
1,20,,2,,0.8,1,NaN,5,1,5,0.757352113723755,1,1.35790705680847
2,78,18,2,3,0.8,4,NaN,5,1,5,1.0389130115509,1,1.20309996604919
2,74,82,2,3,0.5,1,NaN,5,1,5,1.18427681922913,1,0.516331911087036
2,20,74,2,4,0.8,3,NaN,5,1,5,1.13724184036255,2,0.917284965515137
1,18,,3,,0.5,1,NaN,5,1,5,1.05824398994446,2,1.46704483032227
2,96,6,1,2,0.8,3,NaN,5,1,5,1.49132490158081,1,1.53203511238098
2,8,82,3,4,0.8,4,82,2,1,2,1.74113082885742,2,0.508893966674805
1,110,,3,,0.5,4,NaN,5,1,3,0.861824035644531,1,0.654111862182617
1,80,,2,,0.5,4,NaN,5,1,5,0,1,0.467458963394165
1,100,,1,,0.5,1,100,3,1,3,1.74004197120667,2,0.980448007583618
1,4,,3,,0.8,2,NaN,5,1,1,2.09736204147339,1,1.73352098464966
1,8,,2,,0.8,2,8,4,1,4,2.30661392211914,1,1.35067582130432
1,68,,2,,0.5,4,NaN,5,1,5,1.21940994262695,1,0.971985101699829
1,100,,3,,0.8,1,NaN,5,1,5,1.02849102020264,2,1.34116387367249
2,72,86,1,4,0.5,4,86,2,1,5,1.50970697402954,1,1.82217788696289
1,70,,2,,0.5,4,NaN,5,1,5,0.966664791107178,2,0.559239864349365
1,352,,4,,0.5,4,352,1,1,1,0.0608530044555664,2,0.534056901931763
2,76,354,1,4,0.5,3,NaN,5,1,5,0.870155096054077,3,0.298360824584961
2,356,338,2,3,0.8,3,338,1,1,1,2.05548286437988,2,1.18369007110596
2,74,104,3,4,0.8,1,NaN,5,1,5,1.01216506958008,2,0.304965019226074
1,356,,4,,0.5,4,356,1,1,4,2.79358696937561,2,0.97843599319458
1,6,,3,,0.8,4,NaN,5,1,5,0,2,0.419189929962158
2,12,72,1,4,0.8,1,12,4,1,4,1.64372611045837,2,0.600628852844238
1,98,,2,,0.8,4,NaN,5,1,3,1.18498301506042,1,1.36961793899536
1,100,,1,,0.5,4,NaN,5,1,5,1.2662250995636,2,1.38686013221741
2,348,20,2,4,0.5,3,NaN,5,1,5,1.26750111579895,1,0.475964069366455
1,338,,4,,0.8,4,338,1,1,5,2.64856696128845,2,1.26527905464172
2,78,4,3,4,0.5,2,NaN,5,1,5,0,2,0.402357816696167
2,112,104,3,4,0.5,4,104,3,1,3,0.543159008026123,1,0.37140679359436
2,18,104,1,3,0.5,1,18,4,1,4,1.68042397499084,2,0.760747909545898
2,80,70,2,4,0.8,2,80,2,1,2,1.54166007041931,2,0.729907989501953
2,70,106,3,4,0.8,4,106,3,1,NaN,0,1,1.73901104927063
2,346,6,1,2,0.8,1,346,1,1,1,1.58781599998474,1,0.380240201950073
1,346,,3,,0.5,4,NaN,5,1,5,0.820780038833618,1,0.289486885070801
1,100,,1,,0.5,1,100,3,1,3,2.82395100593567,2,0.946548938751221
1,340,,1,,0.5,1,340,1,1,1,0.875147104263306,2,0.355637073516846
2,6,84,2,4,0.5,2,6,4,1,4,1.74456906318665,2,0.469020128250122
2,106,350,1,2,0.5,1,106,3,1,3,1.63804411888123,1,0.33013916015625
1,6,,1,,0.8,1,6,4,1,4,0.471925020217896,3,0.331111907958984
1,338,,1,,0.8,4,NaN,5,1,5,1.06406593322754,1,0.364412784576416
2,80,10,2,3,0.8,3,10,4,1,4,2.16051387786865,2,0.737318992614746
1,338,,1,,0.8,2,NaN,5,1,5,1.08954286575317,2,0.361991167068481
1,106,,3,,0.8,2,NaN,5,1,5,1.02678513526917,1,0.331146955490112
2,10,108,2,4,0.5,1,NaN,5,1,5,1.66050696372986,1,1.24851703643799
1,10,,1,,0.5,1,10,4,1,4,1.78532385826111,1,0.385684013366699
2,352,106,1,2,0.5,3,NaN,5,1,5,1.21024012565613,1,0.482687950134277
2,78,82,1,2,0.8,4,NaN,5,1,5,1.05978918075562,1,1.12829089164734
1,108,,2,,0.5,2,108,3,1,3,1.31694793701172,2,0.377326965332031
1,10,,2,,0.8,3,NaN,5,1,5,1.12602710723877,1,0.986256837844849
1,72,,1,,0.5,1,72,2,1,2,1.2596640586853,1,0.4114670753479
2,104,76,2,4,0.8,2,104,3,1,3,1.60860204696655,2,0.336745977401733
2,106,100,2,3,0.8,2,106,3,1,5,0,1,0.465808868408203
2,94,22,2,3,0.8,4,NaN,5,1,5,1.39066219329834,1,0.435019016265869
2,100,74,1,4,0.8,4,74,2,1,2,1.92834687232971,2,0.54803204536438
2,100,346,2,4,0.5,4,346,1,1,1,2.32510209083557,1,0.857390165328979
2,96,338,1,4,0.5,3,NaN,5,1,5,1.04624915122986,1,0.266454935073853
1,14,,3,,0.5,1,NaN,5,1,5,0,1,1.09966111183167
1,70,,1,,0.5,2,NaN,5,1,5,0,2,0.36902904510498
2,84,82,1,3,0.8,2,NaN,5,1,5,0.937501907348633,3,0.386070013046265
1,10,,3,,0.5,3,10,4,1,4,0.586573839187622,2,0.355183839797974
2,12,354,2,4,0.8,2,12,4,1,4,1.72409892082214,2,0.37251615524292
2,18,110,1,2,0.5,4,NaN,5,1,5,0.965397119522095,1,1.80168604850769
1,350,,2,,0.5,2,350,1,1,1,1.91068387031555,1,0.362712860107422
1,74,,3,,0.5,3,74,2,1,2,2.42351293563843,1,0.955785036087036
2,22,106,2,4,0.8,4,106,3,1,3,0.879024028778076,2,0.892604112625122
1,350,,4,,0.5,4,350,1,1,1,0.448742151260376,2,0.388973951339722
1,10,,1,,0.8,3,NaN,5,1,5,0,1,1.3344419002533
1,106,,2,,0.5,1,NaN,5,1,5,0.663308143615723,2,0.951204061508179
2,340,12,3,4,0.5,3,340,1,1,1,1.67996215820312,2,1.14887809753418
2,104,110,1,4,0.8,4,110,3,1,3,0.917139053344727,2,0.349687099456787
2,352,342,1,4,0.5,1,352,1,1,NaN,0,2,1.47083401679993
1,104,,4,,0.5,4,104,3,1,3,0.568305015563965,3,0.532279968261719
2,356,348,1,4,0.8,3,NaN,5,1,5,1.57347106933594,2,0.373334884643555
1,110,,2,,0.8,1,NaN,5,1,5,1.25009202957153,2,1.0786669254303
2,356,22,2,3,0.5,4,NaN,5,1,4,1.69504189491272,1,0.583528995513916
1,338,,3,,0.5,3,338,1,1,1,2.42060589790344,1,0.940584897994995
1,346,,4,,0.8,3,NaN,5,1,5,1.36558699607849,2,0.494342088699341
1,72,,2,,0.5,2,72,2,1,2,0.566599130630493,2,0.43113899230957
2,338,340,1,4,0.8,2,NaN,5,1,5,0,1,1.08810710906982
1,352,,3,,0.8,3,352,1,1,1,0.489084005355835,2,0.405481100082397
2,338,84,3,4,0.8,4,84,2,1,2,1.41494584083557,2,0.390872001647949
2,346,346,1,2,0.5,4,NaN,5,1,5,0.823770999908447,1,1.11200308799744
1,338,,2,,0.8,1,NaN,5,1,5,1.15662503242493,1,0.429072141647339
1,342,,2,,0.8,2,342,1,1,1,0.545383930206299,3,0.526109933853149
2,78,86,1,2,0.8,4,NaN,5,1,5,0.902644157409668,1,1.43950915336609
2,6,344,1,2,0.5,2,344,1,1,1,1.47980403900146,2,0.320328950881958
1,94,,1,,0.8,2,NaN,5,1,5,0.957192897796631,2,1.46186995506287
2,12,76,1,3,0.5,1,12,4,1,4,2.114422082901,1,0.470798969268799
2,106,86,2,3,0.8,1,NaN,5,2,NaN,0,NaN,0
2,108,4,2,3,0.8,1,NaN,5,2,5,1.52857398986816,2,0.705041170120239
2,344,10,3,4,0.8,2,NaN,5,2,5,1.70967602729797,3,0.658262014389038
1,106,,2,,0.5,4,NaN,5,2,5,1.47489905357361,3,0.579140901565552
2,102,342,1,2,0.8,2,342,1,2,4,1.12833285331726,3,0.712414026260376
2,4,342,1,4,0.5,2,NaN,5,2,5,1.46534299850464,2,0.921669960021973
2,78,340,1,3,0.5,3,340,1,2,4,1.34649991989136,3,0.426671028137207
1,16,,1,,0.8,1,16,4,2,4,1.98738312721252,3,1.01985502243042
1,4,,1,,0.5,1,4,4,2,4,0.948334932327271,3,0.76484203338623
1,112,,3,,0.5,3,112,3,2,5,2.77790403366089,2,1.8901801109314
1,354,,2,,0.8,4,NaN,5,2,5,1.47100687026978,3,0.627317190170288
1,68,,3,,0.5,4,NaN,5,2,5,1.41989302635193,3,0.468425035476685
2,10,68,1,4,0.5,2,NaN,5,2,5,1.82531690597534,2,1.0775089263916
1,14,,4,,0.8,4,14,4,2,4,1.55434203147888,3,0.650967121124268
1,82,,1,,0.5,1,82,2,2,3,0.963491916656494,3,0.68427586555481
1,350,,2,,0.5,4,NaN,5,2,5,1.23668909072876,3,0.653194904327393
2,352,104,1,4,0.8,1,352,1,2,2,1.58981108665466,2,0.498656988143921
2,106,106,1,2,0.8,3,NaN,5,2,5,1.19502091407776,2,1.50808691978455
1,12,,3,,0.8,1,NaN,5,2,5,1.58021807670593,1,0.420713901519775
2,4,110,1,3,0.5,2,NaN,5,2,5,1.30945682525635,3,0.645853042602539
1,82,,2,,0.8,4,NaN,5,2,4,2.55853915214539,1,1.30725193023682
2,84,106,1,2,0.5,3,NaN,5,2,5,1.57202982902527,2,0.668486833572388
1,82,,1,,0.8,1,82,2,2,4,1.39702486991882,2,0.541666030883789
1,356,,3,,0.5,4,NaN,5,2,5,1.1741578578949,3,0.558625936508179
1,22,,4,,0.8,4,22,4,2,2,1.53455209732056,3,0.591121196746826
2,356,356,2,4,0.5,4,356,1,2,4,0.659384965896606,3,0.567755937576294
2,12,338,1,4,0.8,2,NaN,5,2,5,2.38420796394348,1,0.600847005844116
2,82,338,1,4,0.8,4,338,1,2,2,1.96940898895264,2,0.462190866470337
1,76,,1,,0.8,1,76,2,2,2,1.97490096092224,2,1.91929197311401
1,94,,1,,0.8,1,94,3,2,3,1.56404685974121,2,0.576237201690674
1,340,,2,,0.5,3,NaN,5,2,5,1.58536505699158,2,1.40952205657959
1,344,,1,,0.8,1,344,1,2,4,0.942277908325195,3,0.455044984817505
2,82,340,1,3,0.5,3,340,1,2,4,0.975441932678223,2,0.45619797706604
1,108,,2,,0.5,2,108,3,2,2,1.52568507194519,1,1.04902195930481
1,86,,3,,0.5,3,86,2,2,3,1.55026984214783,NaN,0
1,76,,1,,0.8,1,76,2,2,2,1.86313414573669,2,0.575491905212402
1,4,,2,,0.5,2,4,4,2,4,1.11199498176575,3,0.49650502204895
1,22,,3,,0.8,2,NaN,5,2,5,1.75336384773254,NaN,0
1,348,,4,,0.5,4,348,1,2,4,1.2746479511261,3,0.567067861557007
2,98,346,2,4,0.8,2,98,3,2,3,1.95202398300171,3,0.808159828186035
1,84,,2,,0.8,2,84,2,2,3,1.21682405471802,2,0.569354057312012
2,106,340,3,4,0.5,4,340,1,2,4,1.50618696212769,2,0.746592998504639
2,22,4,2,3,0.8,4,NaN,5,2,5,1.56347179412842,3,0.399892807006836
2,68,70,1,3,0.8,2,NaN,5,2,2,2.57695508003235,1,1.13685989379883
1,338,,3,,0.8,1,NaN,5,2,5,0,1,0.578294992446899
2,12,342,1,2,0.8,4,NaN,5,2,5,1.63526296615601,2,1.12317705154419
1,4,,3,,0.8,3,4,4,2,4,1.28024196624756,3,1.24044585227966
2,8,348,1,2,0.8,1,8,4,2,4,1.40929794311523,2,1.73762512207031
2,20,80,2,4,0.8,3,NaN,5,2,5,0.726686000823975,3,0.724725008010864
2,20,350,2,3,0.5,3,350,1,2,3,1.67750096321106,3,0.769574880599976
2,18,10,1,2,0.5,4,NaN,5,2,5,0.894253969192505,3,0.738713979721069
2,78,72,2,4,0.5,4,72,2,2,2,1.98352098464966,2,0.51575493812561
2,112,354,2,3,0.5,3,354,1,2,5,1.58476495742798,1,0.660895824432373
2,74,346,1,2,0.8,4,NaN,5,2,5,1.5014660358429,2,0.554156064987183
1,102,,1,,0.5,1,102,3,2,4,2.3706271648407,1,1.32325911521912
2,6,78,2,4,0.5,1,NaN,5,2,5,1.04373216629028,3,0.492390871047974
1,72,,3,,0.5,2,NaN,5,2,5,0.868952989578247,2,0.477429866790771
2,80,110,1,4,0.8,4,110,3,2,2,2.13852906227112,2,0.963000059127808
2,106,352,1,3,0.8,2,NaN,5,2,5,1.32325196266174,2,1.1241250038147
2,106,94,2,3,0.5,3,94,3,2,2,2.58843207359314,2,0.788964986801147
1,94,,1,,0.8,1,94,3,2,2,2.4178159236908,NaN,0
2,344,74,2,4,0.5,2,344,1,2,4,1.36316394805908,2,0.635437965393066
1,74,,1,,0.8,1,74,2,2,5,1.95598793029785,1,0.780548095703125
1,96,,1,,0.8,3,NaN,5,2,5,1.22128009796143,1,0.941753149032593
2,18,104,2,4,0.5,2,18,4,2,2,1.46219706535339,2,1.15498995780945
2,112,100,3,4,0.8,4,100,3,2,2,1.69191002845764,2,0.516386032104492
2,342,356,1,4,0.5,1,342,1,2,5,2.71697807312012,2,1.15724587440491
1,4,,4,,0.8,1,NaN,5,2,5,1.29392695426941,2,0.518360137939453
1,100,,4,,0.8,4,100,3,2,2,2.06284713745117,NaN,0
2,102,74,1,2,0.8,4,NaN,5,2,5,1.52436017990112,1,0.605031967163086
1,354,,1,,0.5,4,NaN,5,2,5,1.58954191207886,1,0.478070020675659
2,98,78,1,3,0.8,3,78,2,2,3,1.75085496902466,1,1.51910495758057
1,112,,2,,0.8,4,NaN,5,2,5,0.736320972442627,3,0.403994083404541
2,104,78,2,4,0.8,1,NaN,5,2,5,1.09631395339966,3,0.444583892822266
2,352,76,1,3,0.5,3,76,2,2,2,1.57737302780151,2,0.930094003677368
2,96,74,3,4,0.8,2,NaN,5,2,5,0,1,0.819149017333984
2,350,86,2,3,0.8,4,NaN,5,2,2,1.71183109283447,1,0.644093990325928
2,104,80,3,4,0.8,4,80,2,2,3,1.66092991828918,3,0.313796997070312
1,4,,4,,0.8,4,4,4,2,4,1.41031908988953,3,0.186551094055176
1,342,,4,,0.8,2,NaN,5,2,4,0.963155031204224,1,1.06771016120911
1,82,,4,,0.5,3,NaN,5,2,5,1.23625016212463,3,0.733126878738403
2,80,20,2,4,0.8,2,80,2,2,3,1.44534397125244,2,0.450165987014771
2,86,12,2,4,0.5,4,12,4,2,2,1.9947521686554,2,1.45948004722595
2,10,356,2,4,0.8,3,NaN,5,2,5,2.81477618217468,1,1.46036005020142
1,12,,2,,0.5,3,NaN,5,2,5,1.12143301963806,2,0.581484794616699
1,104,,3,,0.5,4,NaN,5,2,5,1.54255104064941,2,1.09895300865173
2,340,86,1,3,0.8,2,NaN,5,2,5,0,2,0.508031845092773
1,4,,2,,0.5,2,4,4,2,4,0.637117862701416,2,0.429063081741333
1,18,,4,,0.8,1,NaN,5,2,5,1.45430302619934,2,1.29870510101318
2,110,94,1,4,0.8,3,NaN,5,2,2,1.87548899650574,2,0.515602827072144
1,340,,3,,0.5,4,NaN,5,2,5,1.24425005912781,3,0.948878049850464
2,106,20,1,3,0.5,3,20,4,2,4,2.30158305168152,2,0.693954944610596
1,338,,1,,0.8,1,338,1,2,4,1.11081790924072,1,0.907365798950195
2,76,18,3,4,0.5,3,76,2,2,2,2.07195591926575,2,0.90830397605896
1,340,,4,,0.5,4,340,1,2,2,2.32906818389893,1,0.669352054595947
1,68,,4,,0.8,4,68,2,2,2,1.7583909034729,1,1.47055196762085
2,68,108,2,4,0.5,3,NaN,5,2,5,0.28008508682251,3,0.606576204299927
2,82,102,2,3,0.5,3,102,3,2,2,1.66270184516907,2,0.695199012756348
1,12,,2,,0.5,1,NaN,5,2,5,1.7439398765564,3,1.03213882446289
2,22,352,3,4,0.5,1,NaN,5,2,5,1.37685990333557,3,0.717648029327393
1,354,,1,,0.8,1,354,1,2,4,0.71019983291626,2,1.27870512008667
1,80,,2,,0.5,2,80,2,2,2,2.61514687538147,2,1.16773915290833
2,348,82,1,2,0.5,1,348,1,2,4,0.940813064575195,3,0.449126005172729
1,78,,4,,0.8,4,78,2,2,2,1.86974215507507,2,0.806194067001343
1,98,,3,,0.5,1,NaN,5,2,5,1.56688499450684,1,0.727272987365723
1,106,,1,,0.5,2,NaN,5,2,5,2.56009697914124,NaN,0
2,346,102,2,3,0.5,3,102,3,2,5,0,1,1.25751090049744
1,340,,2,,0.8,1,NaN,5,2,5,2.55454301834106,1,1.98601412773132
2,16,350,1,2,0.8,1,16,4,2,5,2.66770505905151,1,0.592175006866455
2,338,94,1,2,0.8,4,NaN,5,2,5,1.19682097434998,1,0.913058996200562
2,96,22,1,4,0.5,2,NaN,5,2,5,1.27799892425537,1,0.406699180603027
1,102,,2,,0.8,4,NaN,5,2,5,2.67122793197632,NaN,0
1,14,,1,,0.8,3,NaN,5,2,2,2.24465608596802,1,0.568814039230347
1,96,,3,,0.5,4,NaN,5,2,5,2.56977295875549,2,1.14587783813477
2,94,102,1,3,0.8,1,94,3,2,2,1.4030659198761,2,0.703188180923462
2,350,72,1,4,0.5,1,350,1,2,2,1.30799388885498,2,0.752280950546265
1,72,,3,,0.5,3,72,2,2,3,1.80522704124451,1,0.833405017852783
1,18,,2,,0.8,1,NaN,5,2,3,2.47850608825684,3,0.722772121429443
1,104,,3,,0.5,3,104,3,2,3,1.69964408874512,3,0.471843004226685
1,18,,3,,0.8,4,NaN,5,2,5,0,3,0.984979152679443
1,16,,1,,0.5,2,NaN,5,2,5,0.761034965515137,3,0.470449209213257
1,10,,2,,0.8,2,10,4,2,2,0.802940845489502,3,0.419306993484497
1,98,,4,,0.8,4,98,3,2,2,0.976215839385986,3,0.484175205230713
2,70,72,1,4,0.5,3,NaN,5,2,5,0,1,0.821522951126099
1,342,,3,,0.8,4,NaN,5,2,5,1.22983312606812,2,1.22658014297485
1,354,,4,,0.8,1,NaN,5,2,2,2.24744892120361,1,0.699866056442261
2,74,96,3,4,0.5,1,NaN,5,2,5,1.51686692237854,NaN,0
2,12,4,3,4,0.5,3,12,4,2,2,0.821538925170898,1,0.526063203811646
2,100,10,2,3,0.8,1,NaN,5,2,5,1.15519595146179,2,1.58766603469849
2,6,84,3,4,0.5,3,6,4,2,2,1.3441059589386,1,0.484519958496094
1,74,,4,,0.5,2,NaN,5,2,3,2.41711807250977,1,1.18940687179565
1,74,,1,,0.8,2,NaN,5,2,3,1.92225098609924,2,0.918581962585449
1,352,,4,,0.8,3,NaN,5,2,5,1.38366413116455,NaN,0
2,342,14,2,3,0.5,1,NaN,5,2,5,1.16083312034607,2,0.637006044387817
1,14,,1,,0.5,2,NaN,5,2,5,2.47396683692932,NaN,0
1,354,,1,,0.5,3,NaN,5,2,5,1.19105887413025,1,0.495518922805786
2,22,106,1,2,0.5,3,NaN,5,2,NaN,0,1,1.76491713523865
1,106,,2,,0.5,4,NaN,5,2,2,1.32551908493042,1,1.0779709815979
2,112,70,1,3,0.8,3,70,2,2,4,1.71454215049744,2,1.47914910316467
2,96,356,2,3,0.8,3,356,1,2,4,1.92824411392212,1,0.423983097076416
1,340,,4,,0.5,4,340,1,2,4,1.26124787330627,1,0.701411008834839
2,354,346,1,3,0.8,2,NaN,5,2,5,2.63859105110168,1,0.658772945404053
2,68,14,1,4,0.5,1,68,2,2,5,2.66439080238342,1,1.03976202011108
