setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,sub,resp,respRT,conf,confRT
1,94,,4,,0.5,4,94,3,7,5,1.7841579914093,1,1.87211108207703
2,350,14,2,3,0.8,3,14,4,7,2,1.33032488822937,2,1.66594505310059
2,78,10,1,4,0.5,4,10,4,7,3,2.22564697265625,2,0.473749876022339
2,12,100,3,4,0.5,4,100,3,7,3,1.40970802307129,3,0.313751935958862
2,354,354,3,4,0.8,1,NaN,5,7,3,2.16206097602844,3,0.666373014450073
2,94,76,1,4,0.5,4,76,2,7,3,0.962233066558838,2,0.426185131072998
1,8,,1,,0.8,3,NaN,5,7,5,1.37853813171387,3,0.938281059265137
2,96,10,2,3,0.5,2,96,3,7,5,0,2,1.17848205566406
1,14,,2,,0.5,2,14,4,7,1,0.866641998291016,3,0.554742097854614
1,78,,2,,0.5,2,78,2,7,1,1.92645716667175,3,1.14682102203369
1,80,,2,,0.8,4,NaN,5,7,3,2.53086709976196,3,0.827146053314209
1,76,,1,,0.5,3,NaN,5,7,2,2.99016404151917,3,0.971238136291504
2,104,76,2,3,0.5,4,NaN,5,7,5,0,2,1.21164798736572
1,354,,2,,0.8,3,NaN,5,7,5,0,NaN,0
1,98,,4,,0.5,1,NaN,5,7,3,0.755604028701782,3,0.443687915802002
2,102,14,1,2,0.5,3,NaN,5,7,3,1.0117609500885,3,0.363945960998535
2,8,76,1,4,0.8,3,NaN,5,7,3,1.12391901016235,3,0.460278034210205
2,80,76,3,4,0.8,3,80,2,7,2,1.49217891693115,2,0.380033016204834
2,104,98,1,3,0.8,4,NaN,5,7,4,0.948344945907593,2,1.37254095077515
2,356,98,1,3,0.8,2,NaN,5,7,1,2.388671875,1,1.91670608520508
1,76,,2,,0.5,2,76,2,7,NaN,0,3,1.43662619590759
2,78,12,1,4,0.5,1,78,2,7,1,2.88468289375305,2,0.972754001617432
1,78,,4,,0.5,4,78,2,7,3,2.10120391845703,3,0.65317702293396
1,102,,3,,0.5,3,102,3,7,2,1.25354504585266,3,0.365322828292847
2,350,82,3,4,0.8,1,NaN,5,7,4,2.86956596374512,NaN,0
2,96,346,3,4,0.5,3,96,3,7,2,0.712709903717041,3,0.419953107833862
2,354,354,1,4,0.8,1,354,1,7,4,1.85949301719666,3,1.00356101989746
1,8,,3,,0.5,3,8,4,7,2,1.1634259223938,3,0.331840038299561
2,86,78,1,3,0.5,1,86,2,7,4,2.21194219589233,2,0.716216087341309
2,350,12,2,4,0.8,4,12,4,7,3,1.56005811691284,2,0.348074197769165
2,14,94,1,4,0.8,3,NaN,5,7,2,1.65212893486023,3,0.780542850494385
1,78,,4,,0.8,1,NaN,5,7,NaN,0,2,1.72469615936279
2,86,354,1,4,0.8,1,86,2,7,4,1.68448185920715,1,1.27657413482666
1,96,,4,,0.8,1,NaN,5,7,4,2.38893890380859,1,1.4537889957428
1,14,,1,,0.5,4,NaN,5,7,NaN,0,2,1.29302191734314
2,78,350,1,2,0.8,4,NaN,5,7,3,1.94111800193787,2,0.317138195037842
2,80,354,2,3,0.5,1,NaN,5,7,1,2.91734790802002,1,1.54933786392212
1,78,,2,,0.8,1,NaN,5,7,NaN,0,2,0.957712888717651
2,10,80,2,3,0.8,3,80,2,7,2,1.22194004058838,3,0.605633974075317
1,8,,3,,0.5,1,NaN,5,7,3,0.757889986038208,3,0.557781934738159
2,14,100,1,4,0.8,3,NaN,5,7,3,0.902277946472168,3,0.478283882141113
1,100,,3,,0.8,3,100,3,7,2,1.28611207008362,3,0.398164987564087
1,84,,1,,0.5,1,84,2,7,4,2.15020513534546,3,0.686414003372192
2,104,6,2,4,0.5,3,NaN,5,7,2,1.97455596923828,NaN,0
2,346,4,1,2,0.5,1,346,1,7,4,1.63867688179016,3,0.622756004333496
2,354,12,1,2,0.8,4,NaN,5,7,5,1.22290897369385,3,1.3950469493866
1,8,,3,,0.5,3,8,4,7,2,0.711234092712402,3,0.399134159088135
2,348,82,2,4,0.5,2,348,1,7,1,2.23113298416138,3,1.71548986434937
2,14,94,2,4,0.8,2,14,4,7,1,1.23968911170959,2,0.611719846725464
2,76,356,2,3,0.8,2,76,2,7,1,1.15603017807007,3,0.431838989257812
1,76,,1,,0.5,1,76,2,7,4,2.18334698677063,2,1.15579509735107
2,6,10,1,3,0.5,2,NaN,5,7,1,1.86361885070801,2,0.595924854278564
1,76,,2,,0.5,2,76,2,7,1,2.99684286117554,3,0.612016916275024
1,86,,3,,0.8,3,86,2,7,2,2.42430591583252,3,1.26834583282471
1,98,,3,,0.8,3,98,3,7,2,1.14381504058838,3,0.804312944412231
1,94,,2,,0.8,4,NaN,5,7,4,2.99737000465393,2,0.980796098709106
1,354,,1,,0.5,1,354,1,7,4,1.57645893096924,3,1.55675792694092
1,76,,2,,0.5,3,NaN,5,7,2,2.92061901092529,NaN,0
2,4,352,2,3,0.5,2,4,4,7,1,2.34471106529236,2,1.14107298851013
1,80,,3,,0.5,4,NaN,5,7,2,1.33697700500488,2,0.709435939788818
1,96,,2,,0.8,2,96,3,7,1,1.20916795730591,3,0.533263921737671
2,10,96,1,2,0.8,2,96,3,7,1,0.489242076873779,3,1.07807087898254
2,96,14,1,3,0.8,3,14,4,7,2,2.08945608139038,3,1.50965714454651
1,78,,3,,0.8,4,NaN,5,7,2,2.60178589820862,2,1.10982298851013
2,86,80,3,4,0.8,3,86,2,7,2,0.697722196578979,3,0.423413991928101
2,100,352,3,4,0.5,3,100,3,7,2,1.58226895332336,3,0.438194036483765
1,346,,3,,0.8,4,NaN,5,7,3,0.68633508682251,3,1.98753809928894
2,80,86,1,2,0.8,4,NaN,5,7,3,2.04651808738708,NaN,0
1,76,,1,,0.8,1,76,2,7,4,0.798722982406616,3,1.57477498054504
2,98,348,1,3,0.5,3,348,1,7,2,1.15087890625,3,0.87073802947998
1,356,,4,,0.8,4,356,1,7,3,1.34295201301575,3,1.399080991745
2,94,102,1,2,0.8,4,NaN,5,7,3,1.53527998924255,2,1.527184009552
2,356,356,1,2,0.8,2,356,1,7,1,1.91979098320007,3,0.343528032302856
1,346,,4,,0.5,4,346,1,7,NaN,0,3,0.972116947174072
2,102,80,1,3,0.8,4,NaN,5,7,5,0,3,0.43880295753479
1,354,,4,,0.8,3,NaN,5,7,5,0.971884965896606,3,0.291918039321899
1,104,,1,,0.8,1,104,3,7,4,2.34804010391235,3,0.691973209381104
1,10,,4,,0.5,1,NaN,5,7,5,0.876290798187256,3,1.33590507507324
2,96,350,3,4,0.5,2,NaN,5,7,NaN,0,1,0.424411058425903
2,82,98,2,3,0.5,2,82,2,7,1,1.5644519329071,3,1.04459810256958
2,80,10,1,3,0.5,4,NaN,5,7,3,1.16474604606628,2,0.552617073059082
2,352,346,2,4,0.5,2,352,1,7,1,2.1890721321106,2,1.66912007331848
1,10,,1,,0.5,3,NaN,5,7,2,1.30895018577576,2,1.49305987358093
1,76,,2,,0.8,2,76,2,7,1,1.58121418952942,3,0.741474866867065
2,94,352,2,4,0.8,3,NaN,5,7,2,2.28523182868958,1,0.809519052505493
2,86,348,1,3,0.8,1,86,2,7,4,1.82154297828674,2,0.613474130630493
2,346,356,1,3,0.8,2,NaN,5,7,3,1.48579001426697,2,1.62173390388489
2,98,102,2,4,0.5,3,NaN,5,7,5,0,2,1.1259388923645
2,356,96,1,3,0.5,2,NaN,5,7,5,0.878343105316162,2,0.374189853668213
1,6,,3,,0.5,4,NaN,5,7,1,1.00618290901184,2,1.01435112953186
2,352,8,2,3,0.5,1,NaN,5,7,5,0,2,0.822504043579102
2,356,352,1,4,0.8,2,NaN,5,7,5,1.08654499053955,2,0.646679878234863
1,86,,4,,0.5,2,NaN,5,7,5,0.894774198532104,3,0.390825986862183
1,346,,4,,0.8,4,346,1,7,3,0.703217029571533,3,0.919174909591675
1,98,,1,,0.8,1,98,3,7,4,1.29536104202271,3,1.55901908874512
1,4,,1,,0.5,4,NaN,5,7,3,2.46308302879333,2,1.12729096412659
2,356,78,1,4,0.5,4,78,2,7,3,1.27974796295166,2,0.279473066329956
1,350,,1,,0.8,1,350,1,8,1,1.09490299224854,1,1.97230911254883
2,100,350,3,4,0.5,4,350,1,8,1,2.50508809089661,1,0.949390888214111
1,8,,4,,0.8,3,NaN,5,8,5,1.19339203834534,2,1.20542001724243
1,98,,4,,0.5,1,NaN,5,8,5,1.08168411254883,3,0.853901863098145
1,8,,3,,0.8,4,NaN,5,8,5,0,3,0.598217010498047
2,4,10,2,3,0.5,1,NaN,5,8,5,0,2,0.902356147766113
1,8,,2,,0.5,4,NaN,5,8,5,0,2,0.646320104598999
2,86,86,2,3,0.5,1,NaN,5,8,5,1.11446404457092,2,1.04668593406677
1,350,,4,,0.5,4,350,1,8,1,1.70629501342773,2,1.1587769985199
2,82,76,2,4,0.8,3,NaN,5,8,5,1.78653597831726,1,0.822801113128662
1,4,,2,,0.8,2,4,4,8,4,1.70683884620667,1,0.695060968399048
1,350,,2,,0.8,2,350,1,8,1,0.843106031417847,2,0.88742208480835
1,356,,4,,0.5,1,NaN,5,8,5,0,2,0.887493133544922
1,82,,2,,0.5,3,NaN,5,8,5,0,2,0.887625932693481
1,346,,1,,0.8,1,346,1,8,1,0.939523935317993,3,0.856124877929688
1,356,,4,,0.5,2,NaN,5,8,1,1.40402388572693,2,0.760129928588867
2,94,82,2,4,0.8,1,NaN,5,8,5,1.1479868888855,2,0.85617995262146
2,350,104,1,2,0.5,3,NaN,5,8,5,0,2,0.744461059570312
2,98,82,3,4,0.5,3,98,3,8,3,1.37235999107361,3,0.712796926498413
1,14,,4,,0.8,4,14,4,8,4,0.716910123825073,3,1.01685190200806
1,84,,1,,0.8,1,84,2,8,2,1.45282101631165,3,0.873205900192261
2,348,354,1,3,0.5,4,NaN,5,8,5,0,2,1.89723086357117
2,104,348,1,3,0.8,2,NaN,5,8,5,0,3,0.777512073516846
1,82,,3,,0.5,3,82,2,8,2,0.797460079193115,3,0.665640115737915
1,82,,2,,0.5,1,NaN,5,8,5,0,3,1.61428284645081
1,76,,2,,0.5,3,NaN,5,8,5,1.11391091346741,2,1.07796812057495
2,12,12,1,4,0.5,1,12,4,8,4,0.810019969940186,1,0.662254810333252
2,14,80,3,4,0.8,2,NaN,5,8,5,0,3,0.934581995010376
1,346,,2,,0.5,2,346,1,8,1,0.730560064315796,3,0.758599042892456
2,94,346,1,3,0.5,1,94,3,8,3,2.13863921165466,1,0.854981184005737
2,100,104,1,4,0.8,4,104,3,8,3,1.25873589515686,1,0.934907913208008
2,8,94,1,3,0.5,1,8,4,8,1,2.31529498100281,1,0.951159000396729
1,86,,2,,0.5,2,86,2,8,5,1.25898313522339,2,0.743591070175171
1,86,,1,,0.5,1,86,2,8,2,0.779376029968262,3,0.679609775543213
1,84,,1,,0.8,1,84,2,8,2,2.97151184082031,1,1.6718430519104
2,350,78,3,4,0.8,1,NaN,5,8,5,0,1,1.20800995826721
1,78,,2,,0.8,1,NaN,5,8,5,0,3,1.48028111457825
2,84,98,1,2,0.8,2,98,3,8,3,1.46806597709656,2,0.824305057525635
2,356,10,2,3,0.8,4,NaN,5,8,5,0,2,0.648728847503662
2,14,94,2,3,0.8,3,94,3,8,3,1.44075512886047,1,0.664842128753662
1,346,,2,,0.8,2,346,1,8,1,0.833070039749146,3,0.601119995117188
1,96,,4,,0.8,4,96,3,8,3,0.897416114807129,3,0.713320016860962
1,12,,3,,0.8,2,NaN,5,8,5,0,2,1.62559199333191
1,354,,3,,0.5,3,354,1,8,1,2.28998112678528,1,1.12968397140503
2,102,80,3,4,0.8,1,NaN,5,8,5,1.20204901695251,3,0.729809045791626
2,352,352,1,4,0.8,2,NaN,5,8,5,1.85794305801392,1,0.649978160858154
2,12,4,1,4,0.8,1,12,4,8,4,1.2661440372467,2,0.77816104888916
2,78,84,2,3,0.8,3,84,2,8,2,0.818510055541992,2,0.698554992675781
1,350,,3,,0.8,1,NaN,5,8,5,0,3,1.10563492774963
1,76,,2,,0.8,3,NaN,5,8,5,0,2,0.745074987411499
2,14,94,2,4,0.8,3,NaN,5,8,5,0,3,0.72927713394165
2,78,104,3,4,0.8,4,104,3,8,3,1.50569605827332,2,0.841532945632935
2,8,8,1,2,0.5,2,8,4,8,4,0.89765477180481,2,0.697805881500244
2,6,352,1,3,0.8,4,NaN,5,8,5,0,3,0.665817975997925
1,14,,4,,0.5,2,NaN,5,8,5,1.42605304718018,2,0.938256978988647
2,82,346,1,4,0.5,2,NaN,5,8,5,1.25022220611572,3,0.970314979553223
2,98,102,1,2,0.5,4,NaN,5,8,5,0,3,0.698357105255127
2,100,102,3,4,0.5,2,NaN,5,8,5,0,3,0.698696136474609
1,76,,1,,0.5,2,NaN,5,8,5,1.02680015563965,2,0.666815996170044
2,94,4,1,2,0.8,4,NaN,5,8,5,0,3,1.0989351272583
2,6,350,2,3,0.5,3,350,1,8,1,2.03523588180542,1,0.635262966156006
1,76,,3,,0.8,4,NaN,5,8,5,0,2,1.64343500137329
2,8,350,1,3,0.5,1,8,4,8,NaN,0,NaN,0
1,96,,1,,0.8,1,96,3,8,3,0.851976871490479,1,0.556130886077881
1,12,,4,,0.8,4,12,4,8,4,0.772202968597412,2,0.63594913482666
2,100,80,2,3,0.5,4,NaN,5,8,5,0,2,0.636239767074585
2,100,78,1,3,0.5,1,100,3,8,3,1.47647500038147,1,0.716669082641602
1,86,,4,,0.8,4,86,2,8,2,0.788658142089844,2,0.892724990844727
1,100,,1,,0.5,3,NaN,5,8,5,0,2,0.765230894088745
1,350,,2,,0.8,2,350,1,8,1,1.70122599601746,1,0.797053098678589
2,86,98,1,3,0.5,1,86,2,8,2,1.8292088508606,1,0.653221130371094
2,346,80,3,4,0.8,3,346,1,8,1,1.58951783180237,1,0.717621088027954
2,78,350,1,3,0.5,3,350,1,8,1,0.84087610244751,2,0.714818000793457
1,14,,3,,0.5,4,NaN,5,8,5,0,3,1.198655128479
2,346,98,1,4,0.5,4,98,3,8,3,1.79849576950073,2,0.862578868865967
2,6,350,2,4,0.5,2,6,4,8,4,1.49492001533508,1,0.622751951217651
2,4,80,1,3,0.5,1,4,4,8,1,1.54279899597168,1,0.527007818222046
1,4,,4,,0.5,4,4,4,8,4,1.31903409957886,1,0.575169086456299
1,96,,4,,0.5,4,96,3,8,3,0.919296026229858,2,0.607494831085205
2,82,346,3,4,0.5,3,82,2,8,2,1.78349804878235,2,0.799516916275024
2,14,350,2,4,0.8,4,350,1,8,1,2.24765610694885,2,1.24776601791382
1,348,,3,,0.8,3,348,1,8,1,0.775975942611694,3,0.735982179641724
1,346,,1,,0.8,1,346,1,8,1,0.984302043914795,3,0.676486015319824
2,4,12,3,4,0.8,3,4,4,8,4,0.920291900634766,2,0.72449803352356
1,4,,1,,0.8,2,NaN,5,8,5,0,3,0.80475902557373
2,94,348,1,2,0.5,1,94,3,8,5,0,1,1.02883410453796
2,350,354,1,3,0.8,4,NaN,5,8,5,1.1450400352478,3,0.612998008728027
2,104,14,2,4,0.8,4,14,4,8,3,2.99623703956604,1,1.6535279750824
2,102,6,2,4,0.8,3,NaN,5,8,5,0,3,0.517761945724487
2,104,12,1,4,0.8,4,12,4,8,4,1.89743709564209,1,0.613703012466431
1,352,,3,,0.5,4,NaN,5,8,5,1.03369879722595,2,1.10992693901062
1,84,,1,,0.8,4,NaN,5,8,5,0,3,0.630467891693115
2,86,100,1,2,0.5,3,NaN,5,8,5,0,3,0.726295948028564
2,356,78,1,4,0.8,2,NaN,5,8,5,0,3,0.694776058197021
2,6,6,1,2,0.5,3,NaN,5,8,5,0,1,0.678903102874756
1,352,,3,,0.8,1,NaN,5,8,5,0,2,0.807238101959229
2,76,8,2,3,0.8,4,NaN,5,8,5,0,3,0.593171119689941
1,94,,3,,0.8,2,NaN,5,8,5,0,3,0.584607124328613
1,102,,2,,0.5,2,102,3,8,3,0.912685871124268,3,0.728885173797607
2,10,104,3,4,0.5,4,104,3,8,3,0.881244897842407,1,0.728953123092651
2,348,102,1,2,0.5,4,NaN,5,8,5,1.16921710968018,3,1.30507397651672
2,350,354,1,2,0.8,3,NaN,5,8,5,0,3,0.793405055999756
1,14,,3,,0.8,2,NaN,5,8,5,1.00973010063171,3,0.617520093917847
2,6,356,3,4,0.8,1,NaN,5,8,1,0.897651195526123,3,1.0820369720459
1,350,,3,,0.5,3,350,1,8,1,1.37785387039185,3,0.601966142654419
1,354,,2,,0.8,3,NaN,5,8,5,0,3,0.698096990585327
1,352,,1,,0.8,3,NaN,5,8,5,0,3,0.650350093841553
2,84,4,2,4,0.8,4,4,4,8,1,1.77882480621338,1,0.970452070236206
2,14,8,2,3,0.5,4,NaN,5,8,5,0,3,0.794793844223022
2,10,100,1,2,0.5,1,10,4,8,4,1.69881391525269,1,1.01904916763306
1,346,,1,,0.8,1,346,1,8,1,0.947066068649292,3,1.41931200027466
2,76,10,1,2,0.8,4,NaN,5,8,3,1.20334506034851,3,0.987277030944824
1,96,,1,,0.5,2,NaN,5,8,5,0,3,0.667651176452637
2,80,94,1,3,0.8,4,NaN,5,8,5,0,3,0.731954097747803
1,84,,3,,0.8,2,NaN,5,8,5,0,3,0.747936010360718
2,354,86,1,4,0.8,3,NaN,5,8,5,0,3,0.796413898468018
2,98,348,2,3,0.5,1,NaN,5,8,5,0,3,0.908391952514648
1,98,,3,,0.5,3,98,3,8,3,1.07672691345215,3,1.34042191505432
1,82,,3,,0.5,2,NaN,5,8,5,0,2,0.828824996948242
1,10,,1,,0.8,1,10,4,8,4,0.676951169967651,2,0.813038110733032
1,10,,2,,0.5,2,10,4,8,4,0.075761079788208,3,0.631683826446533
2,80,10,1,3,0.5,1,80,2,8,2,1.46336483955383,1,0.70360803604126
1,78,,3,,0.8,4,NaN,5,8,5,0,2,0.883774042129517
2,96,104,2,3,0.8,3,104,3,8,3,0.984024047851562,2,0.896007061004639
1,80,,4,,0.5,4,80,2,8,2,0.744120836257935,3,1.41226410865784
2,94,14,1,4,0.8,2,NaN,5,8,5,1.41619086265564,2,0.756414890289307
2,354,346,3,4,0.8,4,346,1,8,1,1.36834502220154,2,1.52470111846924
1,86,,2,,0.5,2,86,2,8,2,0.760442018508911,1,0.661070108413696
2,14,14,3,4,0.5,4,14,4,8,4,0.856482982635498,2,1.38102889060974
2,100,348,2,4,0.5,3,NaN,5,8,5,1.28878402709961,3,0.709119081497192
1,78,,3,,0.5,4,NaN,5,8,5,1.12920308113098,3,0.757469177246094
1,8,,1,,0.5,1,8,4,8,4,0.857513904571533,3,0.96583890914917
1,354,,3,,0.5,3,354,1,8,1,0.905505895614624,3,0.725994110107422
2,96,78,1,2,0.5,1,96,3,8,3,1.54572415351868,2,0.725866079330444
1,104,,3,,0.5,4,NaN,5,8,1,0.793864011764526,3,0.790021181106567
1,86,,1,,0.5,1,86,2,8,2,0.826081037521362,3,0.838263034820557
1,348,,4,,0.8,4,348,1,8,1,2.99729704856873,1,1.8144519329071
1,76,,4,,0.8,4,76,2,8,2,0.826404094696045,3,0.838920116424561
1,10,,1,,0.8,3,NaN,5,8,5,0,3,0.823146104812622
2,352,96,1,2,0.8,1,352,1,8,4,2.99782514572144,1,1.33527803421021
1,84,,4,,0.5,2,NaN,5,8,5,0,3,0.7273108959198
2,12,78,2,3,0.5,1,NaN,5,8,5,0,3,0.631578207015991
2,76,14,2,3,0.8,3,14,4,8,2,1.51552605628967,1,0.599745988845825
1,356,,3,,0.8,3,356,1,8,1,0.875694990158081,3,1.49602198600769
1,78,,3,,0.8,3,78,2,8,2,0.184617042541504,3,0.644815921783447
1,102,,2,,0.8,2,102,3,8,3,0.868584871292114,2,0.604320049285889
2,6,78,1,3,0.5,4,NaN,5,8,5,0,3,0.76460599899292
2,78,102,1,3,0.5,4,NaN,5,8,5,1.04479217529297,3,1.24500703811646
1,350,,4,,0.5,4,350,1,8,1,0.772946119308472,3,0.717182159423828
2,80,10,3,4,0.8,1,NaN,5,8,5,0,3,0.573450088500977
1,346,,4,,0.5,2,NaN,5,8,5,0,3,1.02134704589844
1,84,,3,,0.5,2,NaN,5,8,5,0,3,0.605776786804199
1,84,,1,,0.5,2,NaN,5,8,5,0,3,0.669718027114868
2,96,356,3,4,0.8,1,NaN,5,8,5,0,3,1.0220730304718
1,86,,4,,0.5,4,86,2,8,2,0.758428812026978,3,0.558280944824219
2,346,350,2,4,0.8,1,NaN,5,8,5,0,3,0.750411987304688
2,82,82,1,4,0.5,2,NaN,5,8,5,0.838505029678345,3,0.574656009674072
1,6,,1,,0.8,4,NaN,5,8,5,0,3,0.62275505065918
2,8,78,2,3,0.8,1,NaN,5,8,5,0,3,0.574928998947144
2,86,10,2,3,0.5,4,NaN,5,8,5,0,3,1.11917209625244
1,356,,4,,0.5,2,NaN,5,8,5,0,2,0.70350193977356
2,4,10,1,2,0.8,3,NaN,5,8,5,0,3,0.783453941345215
2,86,356,1,2,0.5,1,86,2,8,2,1.44770908355713,2,0.639685869216919
2,80,102,2,4,0.5,2,80,2,8,2,2.11996507644653,1,0.927994966506958
2,86,10,1,4,0.8,4,10,4,8,2,1.56012201309204,1,1.23254418373108
2,352,84,1,4,0.5,4,84,2,8,2,2.23264288902283,1,0.608484983444214
1,82,,4,,0.8,2,NaN,5,8,5,0.952862024307251,3,0.736861944198608
1,14,,1,,0.8,4,NaN,5,8,5,0,3,0.641112804412842
2,356,102,1,3,0.5,3,102,3,8,3,0.821826934814453,1,0.751446962356567
1,98,,3,,0.5,3,98,3,8,3,1.06687593460083,3,0.967406034469604
1,76,,1,,0.5,2,NaN,5,8,5,1.06729793548584,3,0.727315187454224
1,96,,4,,0.8,4,96,3,8,3,0.843540906906128,2,0.807502031326294
1,96,,2,,0.5,2,96,3,8,3,0.779425144195557,3,1.06391191482544
2,6,104,2,4,0.5,4,104,3,8,2,2.98792004585266,1,1.98656606674194
1,102,,2,,0.8,2,102,3,8,4,0.875838041305542,2,0.648175954818726
1,76,,2,,0.8,3,NaN,5,8,5,0,NaN,0
1,12,,2,,0.8,3,NaN,5,8,5,0,2,0.584439992904663
2,6,10,1,4,0.8,3,NaN,5,8,2,1.19655418395996,3,1.81681180000305
2,76,94,2,4,0.8,3,NaN,5,8,5,0,3,0.681012153625488
1,346,,2,,0.5,2,346,1,8,1,0.945291042327881,3,0.665127038955688
2,104,98,1,4,0.8,3,NaN,5,8,5,0,3,0.521604061126709
1,100,,4,,0.5,4,100,3,8,3,0.737452983856201,3,1.44956302642822
2,98,102,1,4,0.5,1,98,3,8,3,1.10577082633972,1,1.04966998100281
1,6,,1,,0.5,3,NaN,5,8,5,0,3,0.617962121963501
2,356,82,2,3,0.8,3,82,2,8,2,1.79406213760376,2,0.730340003967285
2,348,96,2,4,0.5,2,348,1,8,4,2.6105010509491,1,0.906267166137695
1,104,,4,,0.5,4,104,3,8,3,0.658517837524414,2,0.586593151092529
1,10,,2,,0.8,1,NaN,5,8,5,1.41067790985107,3,0.667021036148071
1,96,,1,,0.8,1,96,3,8,3,0.818901062011719,3,0.7309250831604
2,4,14,2,4,0.5,1,NaN,5,8,5,0,3,1.3553569316864
2,352,98,2,4,0.5,3,NaN,5,8,5,0,3,0.619286060333252
1,354,,2,,0.8,2,354,1,8,1,2.45176386833191,2,1.78757095336914
